"","ranking","power_index","state","sex"
"16028",9064,100,"CA","M"
"16029",9064,100,"CA","M"
"16030",9064,100,"HI","M"
"16031",9064,100,"HI","M"
"16032",9064,100,"CA","M"
"16033",9064,100,"CA","M"
"16034",9064,100,"CA","M"
"16035",9064,100,"CA","M"
"16036",9064,100,"CA","M"
"16037",9064,100,"CA","M"
"16038",9064,100,"CA","M"
"16039",9064,100,"CA","M"
"16040",9064,100,"CA","M"
"16041",9064,100,"CA","M"
"16042",9064,100,"CA","M"
"16043",9064,100,"CA","M"
"16044",9064,100,"CA","M"
"16045",9064,100,"CA","M"
"16046",9064,100,"CA","M"
"16047",9064,100,"CA","M"
"16048",9064,100,"CA","M"
"16049",9064,100,"CA","M"
"16050",9064,100,"CA","M"
"16051",9064,100,"CA","M"
"16052",9064,100,"CA","M"
"16053",9064,100,"CA","M"
"16054",9064,100,"CA","M"
"16055",9064,100,"CA","M"
"16056",9064,100,"CA","M"
"16057",9064,100,"CA","M"
"16058",9064,100,"CA","M"
"16059",9064,100,"CA","M"
"16060",9064,100,"CA","M"
"16061",9064,100,"CA","M"
"16062",9064,100,"CA","M"
"16063",9064,100,"CA","M"
"16064",9064,100,"CA","M"
"16065",9064,100,"CA","M"
"16066",9064,100,"CA","M"
"16067",9064,100,"CA","M"
"16068",9064,100,"CA","M"
"16069",9064,100,"CA","M"
"16070",9064,100,"CA","M"
"16071",9064,100,"CA","M"
"16072",9064,100,"CA","M"
"16073",9064,100,"CA","M"
"16074",9064,100,"FL","M"
"16075",9064,100,"HI","M"
"16076",9064,100,"OH","M"
"16077",9064,100,"MI","M"
"16078",9064,100,"GA","M"
"16079",9064,100,"CA","M"
"16080",9064,100,"CA","M"
"16081",9064,100,"CA","M"
"16082",9064,100,"CA","M"
"16083",9064,100,"CA","M"
"16084",9064,100,"CA","M"
"16085",9064,100,"CA","M"
"16086",9064,100,"CA","M"
"16087",9064,100,"CA","M"
"16088",9064,100,"CA","M"
"16089",9064,100,"CA","M"
"16090",9064,100,"CA","M"
"16091",9064,100,"CA","M"
"16092",9064,100,"CA","M"
"16093",9064,100,"CA","M"
"16094",9064,100,"HI","M"
"16095",9064,100,"HI","M"
"16096",9064,100,"GA","M"
"16097",9064,100,"GA","M"
"16098",9064,100,"CA","M"
"16099",9064,100,"CA","M"
"16100",9064,100,"CA","M"
"16101",9064,100,"CA","M"
"16102",9064,100,"CA","M"
"16103",9064,100,"CO","M"
"16104",9064,100,"NM","M"
"16105",9064,100,"CA","M"
"16106",9064,100,"CA","M"
"16107",9064,100,"CA","M"
"16108",9064,100,"CA","M"
"16109",9064,100,"CA","M"
"16110",9064,100,"CA","M"
"16111",9064,100,"CA","M"
"16112",9064,100,"CA","M"
"16113",9064,100,"CA","M"
"16114",9064,100,"CA","M"
"16115",9064,100,"CA","M"
"16116",9064,100,"CA","M"
"16117",9064,100,"CA","M"
"16118",9064,100,"CA","M"
"16119",9064,100,"CA","M"
"16120",9064,100,"CA","M"
"16121",9064,100,"CA","M"
"16122",9064,100,"CA","M"
"16123",9064,100,"CA","M"
"16124",9064,100,"CA","M"
"16125",9064,100,"CA","M"
"16126",9064,100,"CA","M"
"16127",9064,100,"CA","M"
"16128",9064,100,"CA","M"
"16129",9064,100,"CA","M"
"16130",9064,100,"CA","M"
"16131",9064,100,"CA","M"
"16132",9064,100,"CA","M"
"16133",9064,100,"CA","M"
"16134",9064,100,"CA","M"
"16135",9064,100,"CA","M"
"16136",9064,100,"CA","M"
"16137",9064,100,"CA","M"
"16138",9064,100,"CA","M"
"16139",9064,100,"CA","M"
"16140",9064,100,"CA","M"
"16141",9064,100,"CA","M"
"16142",9064,100,"CA","M"
"16143",9064,100,"CA","M"
"16144",9064,100,"CA","M"
"16145",9064,100,"CA","M"
"16146",9064,100,"NY","M"
"16147",9064,100,"CA","M"
"16148",9064,100,"CA","M"
"16149",9064,100,"CA","M"
"16150",9064,100,"CA","M"
"16151",9064,100,"CA","M"
"16152",9064,100,"CA","M"
"16153",9064,100,"CA","M"
"16154",9064,100,"CA","M"
"16155",9064,100,"CA","M"
"16156",9064,100,"CA","M"
"16157",9064,100,"CA","M"
"16158",9064,100,"CA","M"
"16159",9064,100,"CA","M"
"16160",9064,100,"CA","M"
"16161",9064,100,"CA","M"
"16162",9064,100,"CA","M"
"16163",9064,100,"CA","M"
"16164",9064,100,"CA","M"
"16165",9064,100,"CA","M"
"16166",9064,100,"CA","M"
"16167",9064,100,"CA","M"
"16168",9064,100,"CA","M"
"16169",9064,100,"NV","M"
"16170",9064,100,"NV","M"
"16171",9064,100,"NV","M"
"16172",9064,100,"NV","M"
"16173",9064,100,"NV","M"
"16174",9064,100,"NV","M"
"16175",9064,100,"NV","M"
"16176",9064,100,"NV","M"
"16177",9064,100,"CA","M"
"16178",9064,100,"CA","M"
"16179",9064,100,"CA","M"
"16180",9064,100,"CA","M"
"16181",9064,100,"CA","M"
"16182",9064,100,"CA","M"
"16183",9064,100,"CA","M"
"16184",9064,100,"CA","M"
"16185",9064,100,"CA","M"
"16186",9064,100,"CA","M"
"16187",9064,100,"CA","M"
"16188",9064,100,"CA","M"
"16189",9064,100,"CA","M"
"16190",9064,100,"CA","M"
"16191",9064,100,"CA","M"
"16192",9064,100,"CA","M"
"16193",9064,100,"CA","M"
"16194",9064,100,"CA","M"
"16195",9064,100,"CA","M"
"16196",9064,100,"CA","M"
"16197",9064,100,"CA","M"
"16198",9064,100,"CA","M"
"16199",9064,100,"CA","M"
"16200",9064,100,"CA","M"
"16201",9064,100,"CA","M"
"16202",9064,100,"CA","M"
"16203",9064,100,"CA","M"
"16204",9064,100,"CA","M"
"16205",9064,100,"CA","M"
"16206",9064,100,"UT","M"
"16207",9064,100,"UT","M"
"16208",9064,100,"UT","M"
"16209",9064,100,"UT","M"
"16210",9064,100,"UT","M"
"16211",9064,100,"UT","M"
"16212",9064,100,"UT","M"
"16213",9064,100,"UT","M"
"16214",9064,100,"UT","M"
"16215",9064,100,"UT","M"
"16216",9064,100,"UT","M"
"16217",9064,100,"UT","M"
"16218",9064,100,"UT","M"
"16219",9064,100,"UT","M"
"16220",9064,100,"UT","M"
"16221",9064,100,"UT","M"
"16222",9064,100,"NV","M"
"16223",9064,100,"NV","M"
"16224",9064,100,"NV","M"
"16225",9064,100,"NV","M"
"16226",9064,100,"NV","M"
"16227",9064,100,"NV","M"
"16228",9064,100,"NV","M"
"16229",9064,100,"CA","M"
"16230",9064,100,"CA","M"
"16231",9064,100,"NV","M"
"16232",9064,100,"NV","M"
"16233",9064,100,"NV","M"
"16234",9064,100,"NV","M"
"16235",9064,100,"NV","M"
"16236",9064,100,"CA","M"
"16237",9064,100,"CA","M"
"16238",9064,100,"CA","M"
"16239",9064,100,"HI","M"
"16240",9064,100,"IL","M"
"16241",9064,100,"UT","M"
"16242",9064,100,"TX","M"
"16243",9064,100,"TX","M"
"16244",9064,100,"CO","M"
"16245",9064,100,"CO","M"
"16246",9064,100,"CO","M"
"16247",9064,100,"CO","M"
"16248",9064,100,"CO","M"
"16249",9064,100,"TX","M"
"16250",9064,100,"FL","M"
"16251",9064,100,"FL","M"
"16252",9064,100,"FL","M"
"16253",9064,100,"FL","M"
"16254",9064,100,"FL","M"
"16255",9064,100,"IA","M"
"16256",9064,100,"NV","M"
"16257",9064,100,"NV","M"
"16258",9064,100,"NV","M"
"16259",9064,100,"NV","M"
"16260",9064,100,"NV","M"
"16261",9064,100,"NV","M"
"16262",9064,100,"NV","M"
"16263",9064,100,"NV","M"
"16264",9064,100,"CA","M"
"16265",9064,100,"OH","M"
"16266",9064,100,"CA","M"
"16267",9064,100,"CA","M"
"16268",9064,100,"CA","M"
"16269",9064,100,"CA","M"
"16270",9064,100,"CA","M"
"16271",9064,100,"CA","M"
"16272",9064,100,"CA","M"
"16273",9064,100,"CA","M"
"16274",9064,100,"CA","M"
"16275",9064,100,"CA","M"
"16276",9064,100,"CA","M"
"16277",9064,100,"CA","M"
"16278",9064,100,"CA","M"
"16279",9064,100,"CA","M"
"16280",9064,100,"CA","M"
"16281",9064,100,"CA","M"
"16282",9064,100,"CA","M"
"16283",9064,100,"CA","M"
"16284",9064,100,"CA","M"
"16285",9064,100,"CA","M"
"16286",9064,100,"CA","M"
"16287",9064,100,"CA","M"
"16288",9064,100,"CA","M"
"16289",9064,100,"CA","M"
"16290",9064,100,"CA","M"
"16291",9064,100,"CA","M"
"16292",9064,100,"CA","M"
"16293",9064,100,"CA","M"
"16294",9064,100,"CA","M"
"16295",9064,100,"CA","M"
"16296",9064,100,"CA","M"
"16297",9064,100,"CA","M"
"16298",9064,100,"CA","M"
"16299",9064,100,"CA","M"
"16300",9064,100,"CA","M"
"16301",9064,100,"CA","M"
"16302",9064,100,"CA","M"
"16303",9064,100,"CA","M"
"16304",9064,100,"CA","M"
"16305",9064,100,"CA","M"
"16306",9064,100,"CA","M"
"16307",9064,100,"CA","M"
"16308",9064,100,"NY","M"
"16309",9064,100,"CA","M"
"16310",9064,100,"CA","M"
"16311",9064,100,"FL","M"
"16312",9064,100,"MD","M"
"16313",9064,100,"CA","M"
"16314",9064,100,"VA","M"
"16315",9064,100,"NE","M"
"16316",9064,100,"TX","M"
"16317",9064,100,"MA","M"
"16318",9064,100,"MA","M"
"16319",9064,100,"MA","M"
"16320",9064,100,"CA","M"
"16321",9064,100,"PA","M"
"16322",9064,100,"NY","M"
"16323",9064,100,"NV","M"
"16324",9064,100,"NV","M"
"16325",9064,100,"NV","M"
"16326",9064,100,"NV","M"
"16327",9064,100,"NV","M"
"16328",9064,100,"NV","M"
"16329",9064,100,"NY","M"
"16330",9064,100,"CA","M"
"16331",9064,100,"CA","M"
"16332",9064,100,"KY","M"
"16333",9064,100,"SC","M"
"16334",9064,100,"IA","M"
"16335",9064,100,"OH","M"
"16336",9064,100,"OH","M"
"16337",9064,100,"MT","M"
"16338",9064,100,"LA","M"
"16339",9064,100,"CA","M"
"16340",9064,100,"CA","M"
"16341",9064,100,"CA","M"
"16342",9064,100,"CA","M"
"16343",9064,100,"CA","M"
"16344",9064,100,"CA","M"
"16345",9064,100,"CA","M"
"16346",9064,100,"CA","M"
"16347",9064,100,"CA","M"
"16348",9064,100,"CA","M"
"16349",9064,100,"CA","M"
"16350",9064,100,"CA","M"
"16351",9064,100,"CA","M"
"16352",9064,100,"CA","M"
"16353",9064,100,"CA","M"
"16354",9064,100,"CA","M"
"16355",9064,100,"CA","M"
"16356",9064,100,"CA","M"
"16357",9064,100,"CA","M"
"16358",9064,100,"CA","M"
"16359",9064,100,"CA","M"
"16360",9064,100,"CA","M"
"16361",9064,100,"CA","M"
"16362",9064,100,"CA","M"
"16363",9064,100,"CA","M"
"16364",9064,100,"CA","M"
"16365",9064,100,"CA","M"
"16366",9064,100,"CA","M"
"16367",9064,100,"TX","M"
"16368",9064,100,"OH","M"
"16369",9064,100,"VA","M"
"16370",9064,100,"CT","M"
"16371",9064,100,"MD","M"
"16372",9064,100,"CO","M"
"16373",9064,100,"CO","M"
"16374",9064,100,"CO","M"
"16375",9064,100,"CO","M"
"16376",9064,100,"CO","M"
"16377",9064,100,"SC","M"
"16378",9064,100,"SC","M"
"16379",9064,100,"SC","M"
"16380",9064,100,"SC","M"
"16381",9064,100,"SC","M"
"16382",9064,100,"SC","M"
"16383",9064,100,"SC","M"
"16384",9064,100,"SC","M"
"16385",9064,100,"SC","M"
"16386",9064,100,"SC","M"
"16387",9064,100,"UT","M"
"16388",9064,100,"UT","M"
"16389",9064,100,"WI","M"
"16390",9064,100,"CA","M"
"16391",9064,100,"FL","M"
"16392",9064,100,"OH","M"
"16393",9064,100,"SA","M"
"16394",9064,100,"OH","M"
"16395",9064,100,"UT","M"
"16396",9064,100,"CA","M"
"16397",9064,100,"TX","M"
"16398",9064,100,"AK","M"
"16399",9064,100,"UT","M"
"16400",9064,100,"NE","M"
"16401",9064,100,"LA","M"
"16402",9064,100,"LA","M"
"16403",9064,100,"VA","M"
"16404",9064,100,"WV","M"
"16405",9064,100,"TX","M"
"16406",9064,100,"OH","M"
"16407",9064,100,"CA","M"
"16408",9064,100,"CA","M"
"16409",9064,100,"CA","M"
"16410",9064,100,"NJ","M"
"16411",9064,100,"NY","M"
"16412",9064,100,"SA","M"
"16413",9064,100,"TX","M"
"16414",9064,100,"SC","M"
"16415",9064,100,"UT","M"
"16416",9064,100,"NC","M"
"16417",9064,100,"NV","M"
"16418",9064,100,"NV","M"
"16419",9064,100,"CA","M"
"16420",9064,100,"CA","M"
"16421",9064,100,"LA","M"
"16422",9064,100,"IA","M"
"16423",9064,100,"MO","M"
"16424",9064,100,"IA","M"
"16425",9064,100,"NY","M"
"16426",9064,100,"VA","M"
"16427",9064,100,"CA","M"
"16428",9064,100,"NJ","M"
"16429",9064,100,"NY","M"
"16430",9064,100,"OH","M"
"16431",9064,100,"NV","M"
"16432",9064,100,"MD","M"
"16433",9064,100,"CA","M"
"16434",9064,100,"CA","M"
"16435",9064,100,"GA","M"
"16436",9064,100,"PA","M"
"16437",9064,100,"PA","M"
"16438",9064,100,"NJ","M"
"16439",9064,100,"FL","M"
"16440",9064,100,"PA","M"
"16441",9064,100,"ME","M"
"16442",9064,100,"CA","M"
"16443",9064,100,"CA","M"
"16444",9064,100,"CA","M"
"16445",9064,100,"NY","M"
"16446",9064,100,"VA","M"
"16447",9064,100,"VA","M"
"16448",9064,100,"VA","M"
"16449",9064,100,"FL","M"
"16450",9064,100,"TN","M"
"16451",9064,100,"VA","M"
"16452",9064,100,"VA","M"
"16453",9064,100,"VA","M"
"16454",9064,100,"VA","M"
"16455",9064,100,"VA","M"
"16456",9064,100,"VA","M"
"16457",9064,100,"VA","M"
"16458",9064,100,"VA","M"
"16459",9064,100,"VA","M"
"16460",9064,100,"VA","M"
"16461",9064,100,"VA","M"
"16462",9064,100,"VA","M"
"16463",9064,100,"VA","M"
"16464",9064,100,"VA","M"
"16465",9064,100,"VA","M"
"16466",9064,100,"VA","M"
"16467",9064,100,"VA","M"
"16468",9064,100,"VA","M"
"16469",9064,100,"VA","M"
"16470",9064,100,"VA","M"
"16471",9064,100,"VA","M"
"16472",9064,100,"VA","M"
"16473",9064,100,"VA","M"
"16474",9064,100,"VA","M"
"16475",9064,100,"SA","M"
"16476",9064,100,"FL","M"
"16477",9064,100,"VA","M"
"16478",9064,100,"NJ","M"
"16479",9064,100,"IL","M"
"16480",9064,100,"CA","M"
"16481",9064,100,"MI","M"
"16482",9064,100,"CA","M"
"16483",9064,100,"AK","M"
"16484",9064,100,"FL","M"
"16485",9064,100,"FL","M"
"16486",9064,100,"MD","M"
"16487",9064,100,"MD","M"
"16488",9064,100,"MD","M"
"16489",9064,100,"MD","M"
"16490",9064,100,"MD","M"
"16491",9064,100,"AK","M"
"16492",9064,100,"SA","M"
"16493",9064,100,"SA","M"
"16494",9064,100,"FL","M"
"16495",9064,100,"AK","M"
"16496",9064,100,"FL","M"
"16497",9064,100,"FL","M"
"16498",9064,100,"SA","M"
"16499",9064,100,"CT","M"
"16500",9064,100,"AK","M"
"16501",9064,100,"AK","M"
"16502",9064,100,"SA","M"
"16503",9064,100,"NY","M"
"16504",9064,100,"SC","M"
"16505",9064,100,"SC","M"
"16506",9064,100,"SC","M"
"16507",9064,100,"FL","M"
"16508",9064,100,"SC","M"
"16509",9064,100,"AK","M"
"16510",9064,100,"MO","M"
"16511",9064,100,"MO","M"
"16512",9064,100,"MO","M"
"16513",9064,100,"WV","M"
"16514",9064,100,"WV","M"
"16515",9064,100,"MO","M"
"16516",9064,100,"MO","M"
"16517",9064,100,"MO","M"
"16518",9064,100,"TX","M"
"16519",9064,100,"AK","M"
"16520",9064,100,"MO","M"
"16521",9064,100,"PA","M"
"16522",9064,100,"IL","M"
"16523",9064,100,"IL","M"
"16524",9064,100,"FL","M"
"16525",9064,100,"PA","M"
"16526",9064,100,"UT","M"
"16527",9064,100,"UT","M"
"16528",9064,100,"SA","M"
"16529",9064,100,"SA","M"
"16530",9064,100,"SA","M"
"16531",9064,100,"SA","M"
"16532",9064,100,"SA","M"
"16533",9064,100,"SA","M"
"16534",9064,100,"TX","M"
"16535",9064,100,"SC","M"
"16536",9064,100,"FL","M"
"16537",9064,100,"MS","M"
"16538",9064,100,"MO","M"
"16539",9064,100,"MO","M"
"16540",9064,100,"MO","M"
"16541",9064,100,"MO","M"
"16542",9064,100,"MO","M"
"16543",9064,100,"MO","M"
"16544",9064,100,"MO","M"
"16545",9064,100,"MO","M"
"16546",9064,100,"MO","M"
"16547",9064,100,"MO","M"
"16548",9064,100,"MO","M"
"16549",9064,100,"MO","M"
"16550",9064,100,"MO","M"
"16551",9064,100,"MO","M"
"16552",9064,100,"MO","M"
"16553",9064,100,"MO","M"
"16554",9064,100,"MO","M"
"16555",9064,100,"MO","M"
"16556",9064,100,"MO","M"
"16557",9064,100,"MO","M"
"16558",9064,100,"SA","M"
"16559",9064,100,"AZ","M"
"16560",9064,100,"AZ","M"
"16561",9064,100,"AZ","M"
"16562",9064,100,"AZ","M"
"16563",9064,100,"AZ","M"
"16564",9064,100,"AZ","M"
"16565",9064,100,"AZ","M"
"16566",9064,100,"AZ","M"
"16567",9064,100,"AZ","M"
"16568",9064,100,"AZ","M"
"16569",9064,100,"AZ","M"
"16570",9064,100,"AZ","M"
"16571",9064,100,"AK","M"
"16572",9064,100,"LA","M"
"16573",9064,100,"LA","M"
"16574",9064,100,"LA","M"
"16575",9064,100,"LA","M"
"16576",9064,100,"LA","M"
"16577",9064,100,"LA","M"
"16578",9064,100,"MI","M"
"16579",9064,100,"SC","M"
"16580",9064,100,"SC","M"
"16581",9064,100,"SA","M"
"16582",9064,100,"MO","M"
"16583",9064,100,"MO","M"
"16584",9064,100,"AZ","M"
"16585",9064,100,"VA","M"
"16586",9064,100,"OK","M"
"16587",9064,100,"MO","M"
"16588",9064,100,"MO","M"
"16589",9064,100,"MO","M"
"16590",9064,100,"IA","M"
"16591",9064,100,"NC","M"
"16592",9064,100,"LA","M"
"16593",9064,100,"LA","M"
"16594",9064,100,"LA","M"
"16595",9064,100,"AL","M"
"16596",9064,100,"PA","M"
"16597",9064,100,"AR","M"
"16598",9064,100,"MO","M"
"16599",9064,100,"FL","M"
"16600",9064,100,"SA","M"
"16601",9064,100,"AK","M"
"16602",9064,100,"AK","M"
"16603",9064,100,"GA","M"
"16604",9064,100,"GA","M"
"16605",9064,100,"AZ","M"
"16606",9064,100,"AZ","M"
"16607",9064,100,"AZ","M"
"16608",9064,100,"AZ","M"
"16609",9064,100,"AZ","M"
"16610",9064,100,"AZ","M"
"16611",9064,100,"FL","M"
"16612",9064,100,"GA","M"
"16613",9064,100,"MI","M"
"16614",9064,100,"FL","M"
"16615",9064,100,"AL","M"
"16616",9064,100,"KS","M"
"16617",9064,100,"IA","M"
"16618",9064,100,"IA","M"
"16619",9064,100,"KS","M"
"16620",9064,100,"KS","M"
"16621",9064,100,"FL","M"
"16622",9064,100,"FL","M"
"16623",9064,100,"FL","M"
"16624",9064,100,"FL","M"
"16625",9064,100,"FL","M"
"16626",9064,100,"FL","M"
"16627",9064,100,"FL","M"
"16628",9064,100,"FL","M"
"16629",9064,100,"FL","M"
"16630",9064,100,"FL","M"
"16631",9064,100,"FL","M"
"16632",9064,100,"AL","M"
"16633",9064,100,"FL","M"
"16634",9064,100,"FL","M"
"16635",9064,100,"FL","M"
"16636",9064,100,"FL","M"
"16637",9064,100,"FL","M"
"16638",9064,100,"FL","M"
"16639",9064,100,"TX","M"
"16640",9064,100,"TX","M"
"16641",9064,100,"FL","M"
"16642",9064,100,"FL","M"
"16643",9064,100,"FL","M"
"16644",9064,100,"FL","M"
"16645",9064,100,"FL","M"
"16646",9064,100,"FL","M"
"16647",9064,100,"FL","M"
"16648",9064,100,"FL","M"
"16649",9064,100,"FL","M"
"16650",9064,100,"MI","M"
"16651",9064,100,"MD","M"
"16652",9064,100,"CA","M"
"16653",9064,100,"CA","M"
"16654",9064,100,"CA","M"
"16655",9064,100,"CA","M"
"16656",9064,100,"MO","M"
"16657",9064,100,"LA","M"
"16658",9064,100,"LA","M"
"16659",9064,100,"LA","M"
"16660",9064,100,"SA","M"
"16661",9064,100,"SA","M"
"16662",9064,100,"LA","M"
"16663",9064,100,"LA","M"
"16664",9064,100,"LA","M"
"16665",9064,100,"SC","M"
"16666",9064,100,"SC","M"
"16667",9064,100,"AL","M"
"16668",9064,100,"MO","M"
"16669",9064,100,"MO","M"
"16670",9064,100,"MO","M"
"16671",9064,100,"MO","M"
"16672",9064,100,"MO","M"
"16673",9064,100,"MO","M"
"16674",9064,100,"MO","M"
"16675",9064,100,"MO","M"
"16676",9064,100,"TN","M"
"16677",9064,100,"AL","M"
"16678",9064,100,"CA","M"
"16679",9064,100,"CA","M"
"16680",9064,100,"CA","M"
"16681",9064,100,"CA","M"
"16682",9064,100,"CA","M"
"16683",9064,100,"CA","M"
"16684",9064,100,"CA","M"
"16685",9064,100,"CA","M"
"16686",9064,100,"CA","M"
"16687",9064,100,"CA","M"
"16688",9064,100,"CA","M"
"16689",9064,100,"CA","M"
"16690",9064,100,"CA","M"
"16691",9064,100,"CA","M"
"16692",9064,100,"CA","M"
"16693",9064,100,"CA","M"
"16694",9064,100,"CA","M"
"16695",9064,100,"CA","M"
"16696",9064,100,"CA","M"
"16697",9064,100,"CA","M"
"16698",9064,100,"CA","M"
"16699",9064,100,"CA","M"
"16700",9064,100,"CA","M"
"16701",9064,100,"CA","M"
"16702",9064,100,"CA","M"
"16703",9064,100,"CA","M"
"16704",9064,100,"CA","M"
"16705",9064,100,"CA","M"
"16706",9064,100,"CA","M"
"16707",9064,100,"CA","M"
"16708",9064,100,"CA","M"
"16709",9064,100,"CA","M"
"16710",9064,100,"CA","M"
"16711",9064,100,"CA","M"
"16712",9064,100,"CA","M"
"16713",9064,100,"CA","M"
"16714",9064,100,"CA","M"
"16715",9064,100,"OH","M"
"16716",9064,100,"MO","M"
"16717",9064,100,"AZ","M"
"16718",9064,100,"AZ","M"
"16719",9064,100,"AZ","M"
"16720",9064,100,"AZ","M"
"16721",9064,100,"AZ","M"
"16722",9064,100,"AZ","M"
"16723",9064,100,"AZ","M"
"16724",9064,100,"AZ","M"
"16725",9064,100,"AZ","M"
"16726",9064,100,"AZ","M"
"16727",9064,100,"AZ","M"
"16728",9064,100,"AZ","M"
"16729",9064,100,"AZ","M"
"16730",9064,100,"AZ","M"
"16731",9064,100,"AZ","M"
"16732",9064,100,"AZ","M"
"16733",9064,100,"AZ","M"
"16734",9064,100,"AZ","M"
"16735",9064,100,"AZ","M"
"16736",9064,100,"AZ","M"
"16737",9064,100,"AZ","M"
"16738",9064,100,"AZ","M"
"16739",9064,100,"AZ","M"
"16740",9064,100,"AZ","M"
"16741",9064,100,"AZ","M"
"16742",9064,100,"AZ","M"
"16743",9064,100,"AZ","M"
"16744",9064,100,"AZ","M"
"16745",9064,100,"AZ","M"
"16746",9064,100,"AZ","M"
"16747",9064,100,"AZ","M"
"16748",9064,100,"AZ","M"
"16749",9064,100,"AZ","M"
"16750",9064,100,"AZ","M"
"16751",9064,100,"AZ","M"
"16752",9064,100,"AZ","M"
"16753",9064,100,"AZ","M"
"16754",9064,100,"AZ","M"
"16755",9064,100,"AZ","M"
"16756",9064,100,"SA","M"
"16757",9064,100,"AZ","M"
"16758",9064,100,"AZ","M"
"16759",9064,100,"AZ","M"
"16760",9064,100,"AZ","M"
"16761",9064,100,"AZ","M"
"16762",9064,100,"AZ","M"
"16763",9064,100,"AZ","M"
"16764",9064,100,"AZ","M"
"16765",9064,100,"AZ","M"
"16766",9064,100,"AZ","M"
"16767",9064,100,"AZ","M"
"16768",9064,100,"AZ","M"
"16769",9064,100,"AZ","M"
"16770",9064,100,"AZ","M"
"16771",9064,100,"AZ","M"
"16772",9064,100,"AZ","M"
"16773",9064,100,"AZ","M"
"16774",9064,100,"MD","M"
"16775",9064,100,"TX","M"
"16776",9064,100,"AK","M"
"16777",9064,100,"GA","M"
"16778",9064,100,"TX","M"
"16779",9064,100,"WV","M"
"16780",9064,100,"CA","M"
"16781",9064,100,"AZ","M"
"16782",9064,100,"AZ","M"
"16783",9064,100,"AZ","M"
"16784",9064,100,"AZ","M"
"16785",9064,100,"AZ","M"
"16786",9064,100,"AZ","M"
"16787",9064,100,"AZ","M"
"16788",9064,100,"AZ","M"
"16789",9064,100,"AZ","M"
"16790",9064,100,"AZ","M"
"16791",9064,100,"AZ","M"
"16792",9064,100,"AZ","M"
"16793",9064,100,"AZ","M"
"16794",9064,100,"AZ","M"
"16795",9064,100,"AZ","M"
"16796",9064,100,"FL","M"
"16797",9064,100,"FL","M"
"16798",9064,100,"MD","M"
"16799",9064,100,"CA","M"
"16800",9064,100,"FL","M"
"16801",9064,100,"SA","M"
"16802",9064,100,"SA","M"
"16803",9064,100,"OH","M"
"16804",9064,100,"TX","M"
"16805",9064,100,"FL","M"
"16806",9064,100,"NY","M"
"16807",9064,100,"TX","M"
"16808",9064,100,"AK","M"
"16809",9064,100,"MO","M"
"16810",9064,100,"FL","M"
"16811",9064,100,"FL","M"
"16812",9064,100,"IA","M"
"16813",9064,100,"FL","M"
"16814",9064,100,"FL","M"
"16815",9064,100,"FL","M"
"16816",9064,100,"FL","M"
"16817",9064,100,"FL","M"
"16818",9064,100,"FL","M"
"16819",9064,100,"FL","M"
"16820",9064,100,"FL","M"
"16821",9064,100,"FL","M"
"16822",9064,100,"FL","M"
"16823",9064,100,"FL","M"
"16824",9064,100,"FL","M"
"16825",9064,100,"FL","M"
"16826",9064,100,"FL","M"
"16827",9064,100,"FL","M"
"16828",9064,100,"FL","M"
"16829",9064,100,"FL","M"
"16830",9064,100,"FL","M"
"16831",9064,100,"FL","M"
"16832",9064,100,"FL","M"
"16833",9064,100,"IL","M"
"16834",9064,100,"SC","M"
"16835",9064,100,"SC","M"
"16836",9064,100,"SC","M"
"16837",9064,100,"SC","M"
"16838",9064,100,"SC","M"
"16839",9064,100,"SC","M"
"16840",9064,100,"SC","M"
"16841",9064,100,"WI","M"
"16842",9064,100,"SA","M"
"16843",9064,100,"SA","M"
"16844",9064,100,"FL","M"
"16845",9064,100,"CO","M"
"16846",9064,100,"FL","M"
"16847",9064,100,"SA","M"
"16848",9064,100,"FL","M"
"16849",9064,100,"MD","M"
"16850",9064,100,"TX","M"
"16851",9064,100,"TX","M"
"16852",9064,100,"SA","M"
"16853",9064,100,"IA","M"
"16854",9064,100,"MO","M"
"16855",9064,100,"FL","M"
"16856",9064,100,"FL","M"
"16857",9064,100,"FL","M"
"16858",9064,100,"FL","M"
"16859",9064,100,"FL","M"
"16860",9064,100,"FL","M"
"16861",9064,100,"MD","M"
"16862",9064,100,"MD","M"
"16863",9064,100,"NJ","M"
"16864",9064,100,"WI","M"
"16865",9064,100,"AL","M"
"16866",9064,100,"AL","M"
"16867",9064,100,"AL","M"
"16868",9064,100,"AL","M"
"16869",9064,100,"AL","M"
"16870",9064,100,"AL","M"
"16871",9064,100,"GA","M"
"16872",9064,100,"AL","M"
"16873",9064,100,"IN","M"
"16874",9064,100,"MN","M"
"16875",9064,100,"TX","M"
"16876",9064,100,"MO","M"
"16877",9064,100,"FL","M"
"16878",9064,100,"FL","M"
"16879",9064,100,"FL","M"
"16880",9064,100,"FL","M"
"16881",9064,100,"FL","M"
"16882",9064,100,"SA","M"
"16883",9064,100,"FL","M"
"16884",9064,100,"FL","M"
"16885",9064,100,"TX","M"
"16886",9064,100,"NE","M"
"16887",9064,100,"NE","M"
"16888",9064,100,"SA","M"
"16889",9064,100,"VA","M"
"16890",9064,100,"TX","M"
"16891",9064,100,"SA","M"
"16892",9064,100,"SA","M"
"16893",9064,100,"NE","M"
"16894",9064,100,"NE","M"
"16895",9064,100,"NE","M"
