"","ranking","power_index","state","sex"
"4928",4927,67.02,"CA","M"
"4929",4929,67.04,"PA","M"
"4930",4929,67.04,"GA","M"
"4931",4931,67.06,"FL","M"
"4932",4932,67.07,"ME","M"
"4933",4932,67.07,"NJ","M"
"4934",4934,67.08,"MI","M"
"4935",4935,67.09,"CA","M"
"4936",4935,67.09,"NY","M"
"4937",4937,67.1,"TX","M"
"4938",4938,67.11,"FL","M"
"4939",4939,67.12,"WI","M"
"4940",4940,67.13,"GA","M"
"4941",4940,67.13,"FL","M"
"4942",4942,67.17,"NY","M"
"4943",4942,67.17,"OH","M"
"4944",4942,67.17,"KY","M"
"4945",4942,67.17,"MO","M"
"4946",4942,67.17,"TX","M"
"4947",4947,67.18,"SA","M"
"4948",4948,67.19,"CO","M"
"4949",4949,67.2,"NY","M"
"4950",4950,67.21,"PA","M"
"4951",4951,67.26,"MN","M"
"4952",4952,67.28,"AL","M"
"4953",4953,67.3,"MD","M"
"4954",4954,67.31,"NH","M"
"4955",4955,67.33,"AZ","M"
"4956",4956,67.35,"IN","M"
"4957",4956,67.35,"CA","M"
"4958",4958,67.36,"MN","M"
"4959",4958,67.36,"CA","M"
"4960",4960,67.37,"NY","M"
"4961",4961,67.38,"MI","M"
"4962",4962,67.4,"NJ","M"
"4963",4963,67.41,"DE","M"
"4964",4964,67.42,"MI","M"
"4965",4964,67.42,"IL","M"
"4966",4966,67.43,"PA","M"
"4967",4966,67.43,"NJ","M"
"4968",4966,67.43,"MA","M"
"4969",4966,67.43,"TX","M"
"4970",4970,67.45,"HI","M"
"4971",4971,67.47,"IN","M"
"4972",4972,67.48,"MI","M"
"4973",4973,67.5,"PA","M"
"4974",4974,67.51,"PA","M"
"4975",4975,67.52,"FL","M"
"4976",4975,67.52,"MD","M"
"4977",4977,67.53,"FL","M"
"4978",4978,67.55,"NC","M"
"4979",4979,67.57,"CA","M"
"4980",4980,67.58,"NC","M"
"4981",4981,67.6,"PA","M"
"4982",4982,67.61,"CA","M"
"4983",4983,67.62,"NJ","M"
"4984",4983,67.62,"MN","M"
"4985",4985,67.63,"CA","M"
"4986",4986,67.65,"WI","M"
"4987",4987,67.66,"MA","M"
"4988",4988,67.67,"NC","M"
"4989",4989,67.69,"TN","M"
"4990",4989,67.69,"TX","M"
"4991",4991,67.7,"OH","M"
"4992",4991,67.7,"MI","M"
"4993",4993,67.71,"NC","M"
"4994",4993,67.71,"CA","M"
"4995",4993,67.71,"CA","M"
"4996",4996,67.74,"NC","M"
"4997",4996,67.74,"UT","M"
"4998",4996,67.74,"FL","M"
"4999",4996,67.74,"CA","M"
"5000",5000,67.76,"NC","M"
"5001",5001,67.78,"NM","M"
"5002",5002,67.8,"MS","M"
"5003",5002,67.8,"CA","M"
"5004",5004,67.81,"MD","M"
"5005",5005,67.82,"UT","M"
"5006",5005,67.82,"WI","M"
"5007",5005,67.82,"CA","M"
"5008",5008,67.84,"AZ","M"
"5009",5008,67.84,"NY","M"
"5010",5008,67.84,"PA","M"
"5011",5011,67.86,"CA","M"
"5012",5011,67.86,"NY","M"
"5013",5013,67.88,"OH","M"
"5014",5014,67.89,"VA","M"
"5015",5014,67.89,"CA","M"
"5016",5016,67.9,"UT","M"
"5017",5017,67.91,"IA","M"
"5018",5018,67.95,"FL","M"
"5019",5019,67.96,"FL","M"
"5020",5020,67.98,"VA","M"
"5021",5020,67.98,"KS","M"
"5022",5022,67.99,"VA","M"
"5023",5022,67.99,"IL","M"
"5024",5022,67.99,"MI","M"
"5025",5025,68,"OH","M"
"5026",5025,68,"FL","M"
"5027",5025,68,"OH","M"
"5028",5028,68.02,"NJ","M"
"5029",5029,68.04,"PA","M"
"5030",5030,68.05,"CT","M"
"5031",5030,68.05,"IA","M"
"5032",5032,68.07,"TX","M"
"5033",5033,68.08,"NV","M"
"5034",5034,68.11,"NY","M"
"5035",5035,68.13,"NC","M"
"5036",5036,68.14,"MN","M"
"5037",5037,68.15,"LA","M"
"5038",5038,68.17,"FL","M"
"5039",5038,68.17,"WV","M"
"5040",5040,68.19,"UT","M"
"5041",5041,68.2,"NY","M"
"5042",5042,68.21,"OH","M"
"5043",5042,68.21,"NJ","M"
"5044",5042,68.21,"IA","M"
"5045",5045,68.22,"IN","M"
"5046",5046,68.23,"CA","M"
"5047",5047,68.24,"CA","M"
"5048",5047,68.24,"OR","M"
"5049",5049,68.25,"AZ","M"
"5050",5049,68.25,"IL","M"
"5051",5051,68.27,"WA","M"
"5052",5052,68.28,"IL","M"
"5053",5053,68.29,"VA","M"
"5054",5053,68.29,"FL","M"
"5055",5053,68.29,"SA","M"
"5056",5056,68.31,"FL","M"
"5057",5056,68.31,"CA","M"
"5058",5058,68.32,"HI","M"
"5059",5059,68.33,"IA","M"
"5060",5059,68.33,"TX","M"
"5061",5061,68.34,"CA","M"
"5062",5061,68.34,"UT","M"
"5063",5063,68.38,"CA","M"
"5064",5063,68.38,"NM","M"
"5065",5063,68.38,"MT","M"
"5066",5066,68.39,"MS","M"
"5067",5067,68.41,"NE","M"
"5068",5067,68.41,"WA","M"
"5069",5069,68.42,"IL","M"
"5070",5070,68.43,"FL","M"
"5071",5071,68.45,"GA","M"
"5072",5072,68.47,"CA","M"
"5073",5072,68.47,"IL","M"
"5074",5074,68.49,"NY","M"
"5075",5074,68.49,"CA","M"
"5076",5076,68.5,"SA","M"
"5077",5077,68.52,"CA","M"
"5078",5078,68.53,"WI","M"
"5079",5079,68.54,"FL","M"
"5080",5079,68.54,"OH","M"
"5081",5081,68.56,"CO","M"
"5082",5082,68.57,"NC","M"
"5083",5083,68.59,"PA","M"
"5084",5084,68.62,"MD","M"
"5085",5085,68.63,"CA","M"
"5086",5086,68.64,"NE","M"
"5087",5086,68.64,"NJ","M"
"5088",5088,68.66,"MD","M"
"5089",5088,68.66,"GA","M"
"5090",5090,68.67,"NY","M"
"5091",5090,68.67,"IL","M"
"5092",5090,68.67,"UT","M"
"5093",5090,68.67,"CA","M"
"5094",5094,68.68,"VA","M"
"5095",5094,68.68,"OR","M"
"5096",5096,68.69,"OK","M"
"5097",5097,68.7,"CA","M"
"5098",5098,68.73,"FL","M"
"5099",5098,68.73,"NE","M"
"5100",5098,68.73,"IL","M"
"5101",5101,68.74,"SC","M"
"5102",5102,68.75,"MI","M"
"5103",5103,68.77,"CA","M"
"5104",5103,68.77,"VA","M"
"5105",5103,68.77,"MD","M"
"5106",5106,68.78,"CT","M"
"5107",5106,68.78,"UT","M"
"5108",5106,68.78,"CA","M"
"5109",5109,68.79,"SA","M"
"5110",5110,68.8,"LA","M"
"5111",5110,68.8,"KS","M"
"5112",5112,68.81,"HI","M"
"5113",5112,68.81,"MI","M"
"5114",5114,68.83,"MI","M"
"5115",5115,68.85,"CA","M"
"5116",5116,68.86,"IA","M"
"5117",5117,68.88,"CA","M"
"5118",5118,68.89,"TX","M"
"5119",5119,68.9,"UT","M"
"5120",5119,68.9,"CA","M"
"5121",5121,68.91,"FL","M"
"5122",5121,68.91,"WA","M"
"5123",5123,68.93,"MA","M"
"5124",5124,68.94,"PA","M"
"5125",5124,68.94,"MO","M"
"5126",5126,68.95,"NJ","M"
"5127",5126,68.95,"CT","M"
"5128",5128,68.96,"IL","M"
"5129",5129,68.97,"MD","M"
"5130",5129,68.97,"OH","M"
"5131",5131,69.01,"CA","M"
"5132",5132,69.04,"IL","M"
"5133",5132,69.04,"MI","M"
"5134",5134,69.08,"OH","M"
"5135",5134,69.08,"VA","M"
"5136",5136,69.09,"PA","M"
"5137",5136,69.09,"VA","M"
"5138",5138,69.1,"MO","M"
"5139",5139,69.11,"NE","M"
"5140",5139,69.11,"MI","M"
"5141",5141,69.12,"WA","M"
"5142",5142,69.13,"VA","M"
"5143",5142,69.13,"WI","M"
"5144",5144,69.16,"MA","M"
"5145",5144,69.16,"CT","M"
"5146",5144,69.16,"WI","M"
"5147",5147,69.17,"CO","M"
"5148",5148,69.18,"NM","M"
"5149",5148,69.18,"SA","M"
"5150",5150,69.19,"CA","M"
"5151",5150,69.19,"NY","M"
"5152",5150,69.19,"AZ","M"
"5153",5150,69.19,"TX","M"
"5154",5154,69.21,"IL","M"
"5155",5154,69.21,"CA","M"
"5156",5156,69.23,"IL","M"
"5157",5157,69.25,"CT","M"
"5158",5157,69.25,"NY","M"
"5159",5159,69.27,"CA","M"
"5160",5159,69.27,"IL","M"
"5161",5161,69.28,"OR","M"
"5162",5162,69.31,"LA","M"
"5163",5163,69.33,"CA","M"
"5164",5163,69.33,"MO","M"
"5165",5165,69.34,"NJ","M"
"5166",5165,69.34,"TX","M"
"5167",5167,69.35,"IL","M"
"5168",5168,69.38,"NY","M"
"5169",5168,69.38,"KY","M"
"5170",5170,69.39,"WA","M"
"5171",5170,69.39,"CA","M"
"5172",5170,69.39,"DC","M"
"5173",5173,69.4,"MI","M"
"5174",5174,69.43,"IL","M"
"5175",5175,69.45,"NE","M"
"5176",5176,69.46,"NE","M"
"5177",5177,69.47,"FL","M"
"5178",5177,69.47,"LA","M"
"5179",5177,69.47,"IL","M"
"5180",5180,69.49,"AZ","M"
"5181",5181,69.51,"NY","M"
"5182",5182,69.52,"MT","M"
"5183",5183,69.53,"MD","M"
"5184",5183,69.53,"OH","M"
"5185",5185,69.54,"IN","M"
"5186",5186,69.55,"CA","M"
"5187",5187,69.57,"VA","M"
"5188",5187,69.57,"NC","M"
"5189",5189,69.58,"NC","M"
"5190",5189,69.58,"AL","M"
"5191",5191,69.61,"VA","M"
"5192",5192,69.62,"FL","M"
"5193",5193,69.63,"WA","M"
"5194",5193,69.63,"OH","M"
"5195",5193,69.63,"IL","M"
"5196",5193,69.63,"MD","M"
"5197",5193,69.63,"MN","M"
"5198",5198,69.66,"NY","M"
"5199",5199,69.67,"CA","M"
"5200",5199,69.67,"IA","M"
"5201",5201,69.69,"VA","M"
"5202",5202,69.7,"MI","M"
"5203",5203,69.71,"SA","M"
"5204",5204,69.73,"IL","M"
"5205",5204,69.73,"NH","M"
"5206",5206,69.74,"MO","M"
"5207",5207,69.75,"VA","M"
"5208",5208,69.76,"IA","M"
"5209",5209,69.77,"CA","M"
"5210",5209,69.77,"CA","M"
"5211",5211,69.79,"CA","M"
"5212",5211,69.79,"MO","M"
"5213",5211,69.79,"CA","M"
"5214",5211,69.79,"VA","M"
"5215",5215,69.8,"IL","M"
"5216",5215,69.8,"IA","M"
"5217",5217,69.81,"FL","M"
"5218",5217,69.81,"MI","M"
"5219",5219,69.82,"VA","M"
"5220",5220,69.83,"CA","M"
"5221",5220,69.83,"CA","M"
"5222",5222,69.84,"PA","M"
"5223",5222,69.84,"AK","M"
"5224",5222,69.84,"CT","M"
"5225",5225,69.85,"PA","M"
"5226",5226,69.87,"CO","M"
"5227",5226,69.87,"OR","M"
"5228",5228,69.88,"VA","M"
"5229",5228,69.88,"OH","M"
"5230",5228,69.88,"CA","M"
"5231",5228,69.88,"FL","M"
"5232",5232,69.89,"NJ","M"
"5233",5232,69.89,"FL","M"
"5234",5232,69.89,"VT","M"
"5235",5235,69.9,"TX","M"
"5236",5236,69.91,"WA","M"
"5237",5236,69.91,"WA","M"
"5238",5238,69.92,"TX","M"
"5239",5239,69.93,"OH","M"
"5240",5240,69.96,"CA","M"
"5241",5241,69.97,"IA","M"
"5242",5242,69.99,"MI","M"
"5243",5242,69.99,"MS","M"
"5244",5244,70.01,"OH","M"
"5245",5245,70.03,"FL","M"
"5246",5245,70.03,"VA","M"
"5247",5245,70.03,"AZ","M"
"5248",5245,70.03,"FL","M"
"5249",5249,70.04,"KS","M"
"5250",5250,70.05,"MO","M"
"5251",5250,70.05,"FL","M"
"5252",5250,70.05,"FL","M"
"5253",5253,70.06,"NV","M"
"5254",5253,70.06,"AZ","M"
"5255",5253,70.06,"IN","M"
"5256",5253,70.06,"KS","M"
"5257",5257,70.07,"DC","M"
"5258",5258,70.09,"MS","M"
"5259",5258,70.09,"UT","M"
"5260",5260,70.1,"PA","M"
"5261",5261,70.13,"IL","M"
"5262",5262,70.15,"PA","M"
"5263",5263,70.17,"MD","M"
"5264",5263,70.17,"OH","M"
"5265",5263,70.17,"IA","M"
"5266",5266,70.18,"CA","M"
"5267",5267,70.21,"ID","M"
"5268",5268,70.24,"MI","M"
"5269",5268,70.24,"VA","M"
"5270",5270,70.25,"MO","M"
"5271",5270,70.25,"CA","M"
"5272",5270,70.25,"CA","M"
"5273",5273,70.26,"NC","M"
"5274",5273,70.26,"WA","M"
"5275",5275,70.28,"CA","M"
"5276",5275,70.28,"IL","M"
"5277",5275,70.28,"NY","M"
"5278",5278,70.3,"VA","M"
"5279",5278,70.3,"NY","M"
"5280",5280,70.31,"OK","M"
"5281",5280,70.31,"CA","M"
"5282",5282,70.33,"NY","M"
"5283",5283,70.34,"MA","M"
"5284",5284,70.35,"SA","M"
"5285",5285,70.36,"CA","M"
"5286",5286,70.37,"SA","M"
"5287",5287,70.39,"LA","M"
"5288",5287,70.39,"MO","M"
"5289",5289,70.4,"SA","M"
"5290",5290,70.41,"IN","M"
"5291",5290,70.41,"NJ","M"
"5292",5290,70.41,"CA","M"
"5293",5290,70.41,"IN","M"
"5294",5294,70.45,"AK","M"
"5295",5295,70.46,"NY","M"
"5296",5295,70.46,"FL","M"
"5297",5297,70.47,"IA","M"
"5298",5298,70.48,"DE","M"
"5299",5298,70.48,"FL","M"
"5300",5300,70.5,"TX","M"
"5301",5301,70.54,"VA","M"
"5302",5302,70.57,"NM","M"
"5303",5302,70.57,"GA","M"
"5304",5302,70.57,"CA","M"
"5305",5305,70.58,"NJ","M"
"5306",5305,70.58,"MO","M"
"5307",5305,70.58,"AZ","M"
"5308",5308,70.59,"IN","M"
"5309",5309,70.6,"CA","M"
"5310",5310,70.61,"LA","M"
"5311",5310,70.61,"MA","M"
"5312",5310,70.61,"CA","M"
"5313",5313,70.62,"NY","M"
"5314",5313,70.62,"LA","M"
"5315",5315,70.64,"MI","M"
"5316",5315,70.64,"CA","M"
"5317",5317,70.65,"WI","M"
"5318",5318,70.66,"GA","M"
"5319",5318,70.66,"KY","M"
"5320",5320,70.67,"NC","M"
"5321",5320,70.67,"IL","M"
"5322",5322,70.68,"NY","M"
"5323",5323,70.71,"PA","M"
"5324",5323,70.71,"TX","M"
"5325",5325,70.72,"OH","M"
"5326",5325,70.72,"WI","M"
"5327",5327,70.74,"VA","M"
"5328",5328,70.75,"UT","M"
"5329",5329,70.76,"VA","M"
"5330",5330,70.77,"TX","M"
"5331",5331,70.78,"TX","M"
"5332",5332,70.82,"AZ","M"
"5333",5332,70.82,"NJ","M"
"5334",5334,70.83,"CA","M"
"5335",5335,70.84,"NE","M"
"5336",5336,70.85,"MO","M"
"5337",5336,70.85,"IL","M"
"5338",5336,70.85,"PA","M"
"5339",5339,70.87,"NY","M"
"5340",5340,70.89,"CA","M"
"5341",5341,70.91,"HI","M"
"5342",5341,70.91,"OH","M"
"5343",5343,70.92,"CA","M"
"5344",5344,70.93,"CA","M"
"5345",5345,70.94,"CT","M"
"5346",5346,70.95,"PA","M"
"5347",5347,70.96,"TX","M"
"5348",5348,70.97,"KS","M"
"5349",5349,70.99,"WY","M"
"5350",5350,71.01,"KS","M"
"5351",5350,71.01,"AZ","M"
"5352",5350,71.01,"NY","M"
"5353",5353,71.03,"KS","M"
"5354",5353,71.03,"CA","M"
"5355",5355,71.04,"TX","M"
"5356",5356,71.06,"NJ","M"
"5357",5356,71.06,"NC","M"
"5358",5358,71.07,"TX","M"
"5359",5359,71.08,"CA","M"
"5360",5360,71.09,"NJ","M"
"5361",5360,71.09,"VA","M"
"5362",5362,71.11,"OH","M"
"5363",5363,71.14,"UT","M"
"5364",5364,71.16,"CA","M"
"5365",5365,71.17,"WY","M"
"5366",5366,71.18,"PA","M"
"5367",5367,71.19,"PA","M"
"5368",5368,71.2,"NC","M"
"5369",5369,71.21,"NJ","M"
"5370",5370,71.23,"TN","M"
"5371",5370,71.23,"VA","M"
"5372",5370,71.23,"NC","M"
"5373",5373,71.24,"SC","M"
"5374",5373,71.24,"NY","M"
"5375",5375,71.25,"WA","M"
"5376",5376,71.26,"NJ","M"
"5377",5377,71.28,"NY","M"
"5378",5377,71.28,"PA","M"
"5379",5379,71.29,"IN","M"
"5380",5380,71.31,"HI","M"
"5381",5381,71.32,"IN","M"
"5382",5382,71.33,"CA","M"
"5383",5383,71.35,"NY","M"
"5384",5384,71.38,"MD","M"
"5385",5385,71.39,"PA","M"
"5386",5385,71.39,"MI","M"
"5387",5387,71.41,"CA","M"
"5388",5388,71.42,"NC","M"
"5389",5389,71.43,"OK","M"
"5390",5390,71.44,"CA","M"
"5391",5391,71.47,"VA","M"
"5392",5392,71.51,"KS","M"
"5393",5393,71.52,"VA","M"
"5394",5393,71.52,"LA","M"
"5395",5395,71.53,"IN","M"
"5396",5396,71.56,"CA","M"
"5397",5397,71.57,"VA","M"
"5398",5397,71.57,"IN","M"
"5399",5397,71.57,"OH","M"
"5400",5400,71.64,"MD","M"
"5401",5400,71.64,"FL","M"
"5402",5400,71.64,"VA","M"
"5403",5403,71.65,"MA","M"
"5404",5404,71.68,"OH","M"
"5405",5405,71.69,"MA","M"
"5406",5405,71.69,"MI","M"
"5407",5405,71.69,"AZ","M"
"5408",5408,71.7,"FL","M"
"5409",5408,71.7,"TX","M"
"5410",5408,71.7,"NE","M"
"5411",5411,71.71,"WA","M"
"5412",5411,71.71,"PA","M"
"5413",5411,71.71,"FL","M"
"5414",5414,71.72,"KS","M"
"5415",5414,71.72,"VA","M"
"5416",5414,71.72,"ID","M"
"5417",5417,71.73,"OK","M"
"5418",5417,71.73,"CA","M"
"5419",5419,71.74,"MA","M"
"5420",5420,71.75,"NC","M"
"5421",5421,71.76,"UT","M"
"5422",5422,71.77,"IN","M"
"5423",5422,71.77,"OK","M"
"5424",5424,71.78,"FL","M"
"5425",5424,71.78,"MA","M"
"5426",5424,71.78,"IN","M"
"5427",5424,71.78,"CA","M"
"5428",5428,71.79,"IL","M"
"5429",5428,71.79,"MA","M"
"5430",5430,71.8,"VA","M"
"5431",5431,71.82,"AZ","M"
"5432",5431,71.82,"NM","M"
"5433",5433,71.83,"VA","M"
"5434",5433,71.83,"CA","M"
"5435",5435,71.84,"CO","M"
"5436",5436,71.85,"VA","M"
"5437",5437,71.89,"NC","M"
"5438",5437,71.89,"WI","M"
"5439",5437,71.89,"IA","M"
"5440",5437,71.89,"CA","M"
"5441",5441,71.9,"CA","M"
"5442",5442,71.92,"FL","M"
"5443",5442,71.92,"IL","M"
"5444",5442,71.92,"NY","M"
"5445",5445,71.93,"IA","M"
"5446",5446,71.96,"TX","M"
"5447",5447,71.98,"UT","M"
"5448",5447,71.98,"CA","M"
"5449",5449,71.99,"MA","M"
"5450",5450,72,"NC","M"
"5451",5451,72.01,"UT","M"
"5452",5452,72.02,"OH","M"
"5453",5453,72.03,"OH","M"
"5454",5454,72.05,"CT","M"
"5455",5454,72.05,"MA","M"
"5456",5456,72.06,"NC","M"
"5457",5457,72.07,"NE","M"
"5458",5457,72.07,"MT","M"
"5459",5459,72.08,"FL","M"
"5460",5460,72.09,"FL","M"
"5461",5461,72.1,"NE","M"
"5462",5461,72.1,"KY","M"
"5463",5463,72.11,"NY","M"
"5464",5464,72.12,"CT","M"
"5465",5465,72.15,"PA","M"
"5466",5465,72.15,"IL","M"
"5467",5465,72.15,"OH","M"
"5468",5468,72.16,"MD","M"
"5469",5468,72.16,"CA","M"
"5470",5468,72.16,"NC","M"
"5471",5471,72.17,"OH","M"
"5472",5472,72.18,"PA","M"
"5473",5473,72.19,"MI","M"
"5474",5474,72.21,"CA","M"
"5475",5475,72.22,"IL","M"
"5476",5475,72.22,"MI","M"
"5477",5477,72.24,"CA","M"
"5478",5478,72.25,"NY","M"
"5479",5478,72.25,"VA","M"
"5480",5478,72.25,"CA","M"
"5481",5478,72.25,"MN","M"
"5482",5482,72.26,"CA","M"
"5483",5482,72.26,"MD","M"
"5484",5484,72.27,"CA","M"
"5485",5485,72.31,"OH","M"
"5486",5485,72.31,"NJ","M"
"5487",5487,72.32,"OH","M"
"5488",5488,72.33,"WI","M"
"5489",5488,72.33,"AZ","M"
"5490",5488,72.33,"IL","M"
"5491",5491,72.34,"VA","M"
"5492",5492,72.35,"OH","M"
"5493",5493,72.36,"MO","M"
"5494",5493,72.36,"TX","M"
"5495",5495,72.38,"MI","M"
"5496",5496,72.39,"UT","M"
"5497",5497,72.4,"NJ","M"
"5498",5498,72.41,"IL","M"
"5499",5499,72.42,"CA","M"
"5500",5500,72.44,"CA","M"
"5501",5500,72.44,"MI","M"
"5502",5500,72.44,"NV","M"
"5503",5500,72.44,"IN","M"
"5504",5504,72.45,"VA","M"
"5505",5505,72.46,"VA","M"
"5506",5506,72.48,"NY","M"
"5507",5507,72.49,"OH","M"
"5508",5507,72.49,"FL","M"
"5509",5509,72.5,"PA","M"
"5510",5510,72.52,"IA","M"
"5511",5511,72.53,"NC","M"
"5512",5512,72.54,"FL","M"
"5513",5513,72.55,"NY","M"
"5514",5514,72.57,"CA","M"
"5515",5514,72.57,"CA","M"
"5516",5516,72.58,"MN","M"
"5517",5517,72.61,"WA","M"
"5518",5518,72.62,"CA","M"
"5519",5518,72.62,"CT","M"
"5520",5518,72.62,"NY","M"
"5521",5521,72.64,"WI","M"
"5522",5522,72.65,"MT","M"
"5523",5523,72.66,"FL","M"
"5524",5523,72.66,"TX","M"
"5525",5525,72.67,"MD","M"
"5526",5526,72.68,"MS","M"
"5527",5527,72.69,"CA","M"
"5528",5527,72.69,"MO","M"
"5529",5529,72.7,"MI","M"
"5530",5529,72.7,"VA","M"
"5531",5531,72.71,"MA","M"
"5532",5532,72.72,"IL","M"
"5533",5532,72.72,"MA","M"
"5534",5532,72.72,"PA","M"
"5535",5535,72.73,"CO","M"
"5536",5536,72.75,"NC","M"
"5537",5536,72.75,"NC","M"
"5538",5538,72.76,"NJ","M"
"5539",5539,72.77,"OH","M"
"5540",5540,72.78,"GA","M"
"5541",5541,72.8,"PA","M"
"5542",5541,72.8,"VA","M"
"5543",5543,72.81,"WA","M"
"5544",5543,72.81,"IN","M"
"5545",5545,72.83,"CO","M"
"5546",5546,72.84,"HI","M"
"5547",5546,72.84,"CA","M"
"5548",5546,72.84,"IN","M"
"5549",5549,72.86,"IN","M"
"5550",5549,72.86,"FL","M"
"5551",5549,72.86,"VA","M"
"5552",5552,72.87,"IN","M"
"5553",5553,72.88,"MI","M"
"5554",5554,72.89,"OH","M"
"5555",5554,72.89,"NY","M"
"5556",5556,72.9,"CA","M"
"5557",5556,72.9,"IL","M"
"5558",5558,72.93,"CA","M"
"5559",5559,72.94,"PA","M"
"5560",5559,72.94,"CA","M"
"5561",5561,72.96,"MN","M"
"5562",5562,72.98,"UT","M"
"5563",5563,73,"OH","M"
"5564",5564,73.01,"MA","M"
"5565",5565,73.04,"NH","M"
"5566",5566,73.05,"PA","M"
"5567",5567,73.06,"LA","M"
"5568",5568,73.07,"IA","M"
"5569",5569,73.08,"NJ","M"
"5570",5569,73.08,"NJ","M"
"5571",5571,73.09,"CA","M"
"5572",5571,73.09,"GA","M"
"5573",5573,73.12,"FL","M"
"5574",5573,73.12,"MA","M"
"5575",5575,73.13,"IL","M"
"5576",5576,73.16,"VA","M"
"5577",5576,73.16,"CT","M"
"5578",5578,73.17,"NY","M"
"5579",5578,73.17,"FL","M"
"5580",5578,73.17,"VA","M"
"5581",5581,73.2,"PA","M"
"5582",5581,73.2,"UT","M"
"5583",5583,73.21,"PA","M"
"5584",5583,73.21,"CT","M"
"5585",5585,73.22,"IL","M"
"5586",5586,73.23,"IN","M"
"5587",5587,73.24,"PA","M"
"5588",5587,73.24,"TX","M"
"5589",5589,73.25,"NY","M"
"5590",5589,73.25,"CA","M"
"5591",5589,73.25,"IN","M"
"5592",5592,73.26,"MI","M"
"5593",5592,73.26,"OK","M"
"5594",5594,73.27,"NY","M"
"5595",5594,73.27,"MI","M"
"5596",5596,73.28,"CA","M"
"5597",5597,73.29,"FL","M"
"5598",5597,73.29,"IN","M"
"5599",5597,73.29,"CT","M"
"5600",5600,73.3,"FL","M"
"5601",5600,73.3,"NH","M"
"5602",5602,73.31,"CA","M"
"5603",5602,73.31,"CO","M"
"5604",5604,73.32,"GA","M"
"5605",5605,73.35,"OH","M"
"5606",5606,73.36,"WI","M"
"5607",5607,73.38,"MN","M"
"5608",5608,73.39,"IL","M"
"5609",5608,73.39,"OH","M"
"5610",5610,73.4,"PA","M"
"5611",5610,73.4,"NJ","M"
"5612",5612,73.41,"OH","M"
"5613",5612,73.41,"CA","M"
"5614",5612,73.41,"KS","M"
"5615",5615,73.42,"OH","M"
"5616",5616,73.43,"UT","M"
"5617",5617,73.44,"TN","M"
"5618",5618,73.47,"NC","M"
"5619",5619,73.49,"NE","M"
"5620",5620,73.5,"NC","M"
"5621",5620,73.5,"PA","M"
"5622",5622,73.52,"PA","M"
"5623",5623,73.53,"OH","M"
"5624",5623,73.53,"NY","M"
"5625",5625,73.54,"CA","M"
"5626",5625,73.54,"SA","M"
"5627",5625,73.54,"CA","M"
"5628",5628,73.55,"NC","M"
"5629",5629,73.58,"WI","M"
"5630",5630,73.6,"CA","M"
"5631",5631,73.62,"VA","M"
"5632",5631,73.62,"VA","M"
"5633",5633,73.64,"CA","M"
"5634",5634,73.65,"IN","M"
"5635",5635,73.69,"PA","M"
"5636",5636,73.7,"CA","M"
"5637",5636,73.7,"NC","M"
"5638",5638,73.71,"CA","M"
"5639",5638,73.71,"CA","M"
"5640",5640,73.72,"MN","M"
"5641",5641,73.74,"MI","M"
"5642",5641,73.74,"VA","M"
"5643",5643,73.76,"WI","M"
"5644",5643,73.76,"MO","M"
"5645",5643,73.76,"CA","M"
"5646",5646,73.77,"WI","M"
"5647",5647,73.78,"OH","M"
"5648",5647,73.78,"WA","M"
"5649",5647,73.78,"TN","M"
"5650",5647,73.78,"NJ","M"
"5651",5651,73.79,"CA","M"
"5652",5651,73.79,"CA","M"
"5653",5651,73.79,"MA","M"
"5654",5654,73.8,"VA","M"
"5655",5655,73.81,"GA","M"
"5656",5655,73.81,"SC","M"
"5657",5655,73.81,"UT","M"
"5658",5658,73.82,"TN","M"
"5659",5658,73.82,"KS","M"
"5660",5658,73.82,"TN","M"
"5661",5661,73.83,"AZ","M"
"5662",5662,73.84,"CA","M"
"5663",5663,73.86,"NC","M"
"5664",5664,73.87,"CA","M"
"5665",5664,73.87,"LA","M"
"5666",5666,73.88,"NC","M"
"5667",5666,73.88,"MI","M"
"5668",5666,73.88,"MI","M"
"5669",5669,73.89,"NY","M"
"5670",5670,73.91,"PA","M"
"5671",5670,73.91,"TX","M"
"5672",5672,73.94,"AK","M"
"5673",5672,73.94,"CA","M"
"5674",5674,73.95,"FL","M"
"5675",5675,73.96,"MN","M"
"5676",5675,73.96,"LA","M"
"5677",5677,73.97,"FL","M"
"5678",5677,73.97,"CA","M"
"5679",5677,73.97,"CA","M"
"5680",5677,73.97,"MD","M"
"5681",5681,73.99,"CA","M"
"5682",5682,74,"VA","M"
"5683",5682,74,"HI","M"
"5684",5684,74.02,"CA","M"
"5685",5684,74.02,"LA","M"
"5686",5686,74.04,"NY","M"
"5687",5687,74.05,"TX","M"
"5688",5688,74.07,"CO","M"
"5689",5689,74.08,"FL","M"
"5690",5690,74.09,"NY","M"
"5691",5691,74.11,"UT","M"
"5692",5692,74.12,"AZ","M"
"5693",5692,74.12,"TX","M"
"5694",5694,74.13,"PA","M"
"5695",5695,74.15,"UT","M"
"5696",5696,74.18,"OH","M"
"5697",5696,74.18,"IN","M"
"5698",5696,74.18,"TX","M"
"5699",5699,74.2,"CA","M"
"5700",5700,74.23,"TN","M"
"5701",5701,74.24,"CA","M"
"5702",5702,74.25,"TN","M"
