"","ranking","power_index","state","sex"
"5734",5734,78.78,"OH","F"
"5735",5734,78.78,"NY","F"
"5736",5736,78.79,"NJ","F"
"5737",5736,78.79,"MD","F"
"5738",5738,78.82,"FL","F"
"5739",5738,78.82,"TX","F"
"5740",5738,78.82,"FL","F"
"5741",5741,78.83,"AR","F"
"5742",5741,78.83,"IL","F"
"5743",5743,78.84,"VA","F"
"5744",5744,78.85,"MO","F"
"5745",5744,78.85,"MI","F"
"5746",5746,78.86,"PA","F"
"5747",5747,78.88,"GA","F"
"5748",5748,78.9,"VA","F"
"5749",5748,78.9,"NM","F"
"5750",5750,78.92,"IN","F"
"5751",5751,78.93,"WI","F"
"5752",5752,78.94,"PA","F"
"5753",5752,78.94,"CA","F"
"5754",5752,78.94,"NC","F"
"5755",5755,78.97,"NY","F"
"5756",5756,78.98,"GA","F"
"5757",5757,78.99,"NY","F"
"5758",5758,79.01,"VA","F"
"5759",5758,79.01,"NJ","F"
"5760",5760,79.06,"IA","F"
"5761",5760,79.06,"MO","F"
"5762",5762,79.07,"AZ","F"
"5763",5762,79.07,"CT","F"
"5764",5764,79.08,"MI","F"
"5765",5765,79.09,"CA","F"
"5766",5766,79.12,"VA","F"
"5767",5767,79.14,"MI","F"
"5768",5768,79.17,"NY","F"
"5769",5768,79.17,"NJ","F"
"5770",5768,79.17,"IL","F"
"5771",5771,79.23,"FL","F"
"5772",5772,79.24,"AL","F"
"5773",5773,79.25,"ME","F"
"5774",5773,79.25,"CO","F"
"5775",5773,79.25,"WY","F"
"5776",5773,79.25,"PA","F"
"5777",5777,79.29,"NY","F"
"5778",5778,79.3,"VA","F"
"5779",5778,79.3,"CA","F"
"5780",5780,79.31,"CT","F"
"5781",5781,79.33,"IL","F"
"5782",5781,79.33,"MI","F"
"5783",5783,79.34,"WV","F"
"5784",5784,79.35,"IL","F"
"5785",5784,79.35,"MI","F"
"5786",5786,79.38,"KS","F"
"5787",5786,79.38,"VA","F"
"5788",5788,79.42,"NC","F"
"5789",5788,79.42,"IL","F"
"5790",5790,79.43,"TX","F"
"5791",5791,79.44,"TN","F"
"5792",5792,79.46,"MA","F"
"5793",5792,79.46,"GA","F"
"5794",5794,79.47,"MI","F"
"5795",5794,79.47,"GA","F"
"5796",5794,79.47,"MI","F"
"5797",5797,79.48,"CO","F"
"5798",5797,79.48,"PA","F"
"5799",5799,79.5,"AZ","F"
"5800",5799,79.5,"FL","F"
"5801",5801,79.51,"NC","F"
"5802",5801,79.51,"PA","F"
"5803",5803,79.52,"AL","F"
"5804",5803,79.52,"IL","F"
"5805",5803,79.52,"CA","F"
"5806",5806,79.54,"CT","F"
"5807",5807,79.55,"NY","F"
"5808",5808,79.56,"AL","F"
"5809",5809,79.57,"TX","F"
"5810",5810,79.6,"AZ","F"
"5811",5811,79.61,"NY","F"
"5812",5811,79.61,"IL","F"
"5813",5813,79.64,"CA","F"
"5814",5814,79.66,"PA","F"
"5815",5815,79.68,"IL","F"
"5816",5815,79.68,"FL","F"
"5817",5815,79.68,"CA","F"
"5818",5818,79.69,"CA","F"
"5819",5818,79.69,"CA","F"
"5820",5820,79.7,"GA","F"
"5821",5820,79.7,"DE","F"
"5822",5822,79.73,"CA","F"
"5823",5822,79.73,"AZ","F"
"5824",5824,79.76,"MI","F"
"5825",5824,79.76,"NY","F"
"5826",5826,79.77,"MO","F"
"5827",5827,79.8,"KS","F"
"5828",5828,79.81,"AZ","F"
"5829",5829,79.83,"IL","F"
"5830",5829,79.83,"NM","F"
"5831",5831,79.84,"UT","F"
"5832",5832,79.85,"VA","F"
"5833",5833,79.86,"VA","F"
"5834",5833,79.86,"CA","F"
"5835",5835,79.87,"NJ","F"
"5836",5836,79.89,"PA","F"
"5837",5836,79.89,"NC","F"
"5838",5836,79.89,"PA","F"
"5839",5839,79.9,"OH","F"
"5840",5839,79.9,"IL","F"
"5841",5841,79.92,"GA","F"
"5842",5841,79.92,"GA","F"
"5843",5843,79.94,"GA","F"
"5844",5843,79.94,"CT","F"
"5845",5845,79.95,"CO","F"
"5846",5845,79.95,"MD","F"
"5847",5847,79.97,"MI","F"
"5848",5848,79.99,"OH","F"
"5849",5848,79.99,"WI","F"
"5850",5848,79.99,"WA","F"
"5851",5848,79.99,"IN","F"
"5852",5852,80,"MA","F"
"5853",5852,80,"AZ","F"
"5854",5854,80.02,"IN","F"
"5855",5855,80.05,"IN","F"
"5856",5856,80.06,"CA","F"
"5857",5856,80.06,"IL","F"
"5858",5858,80.08,"CT","F"
"5859",5859,80.11,"NJ","F"
"5860",5860,80.12,"TN","F"
"5861",5860,80.12,"OH","F"
"5862",5862,80.16,"AL","F"
"5863",5863,80.17,"CA","F"
"5864",5863,80.17,"UT","F"
"5865",5865,80.19,"NC","F"
"5866",5866,80.2,"FL","F"
"5867",5866,80.2,"WY","F"
"5868",5868,80.22,"NJ","F"
"5869",5868,80.22,"NY","F"
"5870",5870,80.26,"CA","F"
"5871",5870,80.26,"CA","F"
"5872",5872,80.3,"VA","F"
"5873",5873,80.31,"NY","F"
"5874",5873,80.31,"CO","F"
"5875",5875,80.33,"CA","F"
"5876",5876,80.34,"VA","F"
"5877",5877,80.35,"WI","F"
"5878",5877,80.35,"MI","F"
"5879",5879,80.36,"NY","F"
"5880",5880,80.39,"IL","F"
"5881",5880,80.39,"AR","F"
"5882",5882,80.4,"NC","F"
"5883",5882,80.4,"CA","F"
"5884",5884,80.42,"AZ","F"
"5885",5885,80.43,"NC","F"
"5886",5886,80.44,"WA","F"
"5887",5887,80.45,"VA","F"
"5888",5888,80.46,"AR","F"
"5889",5889,80.47,"MA","F"
"5890",5889,80.47,"CO","F"
"5891",5891,80.49,"OH","F"
"5892",5892,80.5,"OH","F"
"5893",5893,80.52,"VA","F"
"5894",5894,80.53,"FL","F"
"5895",5895,80.54,"PA","F"
"5896",5895,80.54,"SC","F"
"5897",5897,80.55,"KS","F"
"5898",5898,80.58,"AL","F"
"5899",5899,80.59,"NJ","F"
"5900",5900,80.61,"WI","F"
"5901",5901,80.62,"TX","F"
"5902",5902,80.63,"NY","F"
"5903",5902,80.63,"AZ","F"
"5904",5904,80.64,"HI","F"
"5905",5905,80.66,"WI","F"
"5906",5905,80.66,"MN","F"
"5907",5907,80.68,"CA","F"
"5908",5907,80.68,"CA","F"
"5909",5909,80.69,"IN","F"
"5910",5909,80.69,"GA","F"
"5911",5911,80.7,"CA","F"
"5912",5912,80.71,"FL","F"
"5913",5912,80.71,"WV","F"
"5914",5912,80.71,"CA","F"
"5915",5915,80.72,"CA","F"
"5916",5915,80.72,"IL","F"
"5917",5917,80.73,"IL","F"
"5918",5918,80.74,"KS","F"
"5919",5919,80.76,"CA","F"
"5920",5920,80.77,"PA","F"
"5921",5920,80.77,"SC","F"
"5922",5922,80.78,"MN","F"
"5923",5923,80.79,"PA","F"
"5924",5924,80.8,"CA","F"
"5925",5924,80.8,"VA","F"
"5926",5926,80.81,"CA","F"
"5927",5927,80.82,"CT","F"
"5928",5928,80.83,"MD","F"
"5929",5929,80.84,"VA","F"
"5930",5929,80.84,"IN","F"
"5931",5931,80.86,"ME","F"
"5932",5932,80.87,"NJ","F"
"5933",5933,80.89,"UT","F"
"5934",5933,80.89,"OH","F"
"5935",5935,80.9,"CA","F"
"5936",5936,80.93,"NH","F"
"5937",5936,80.93,"WA","F"
"5938",5938,80.94,"PA","F"
"5939",5938,80.94,"CA","F"
"5940",5938,80.94,"GA","F"
"5941",5941,80.95,"MA","F"
"5942",5941,80.95,"TN","F"
"5943",5943,80.96,"CO","F"
"5944",5944,80.97,"CO","F"
"5945",5944,80.97,"CA","F"
"5946",5946,80.98,"AZ","F"
"5947",5946,80.98,"NC","F"
"5948",5948,80.99,"VA","F"
"5949",5949,81,"NJ","F"
"5950",5949,81,"MA","F"
"5951",5949,81,"KS","F"
"5952",5952,81.02,"ME","F"
"5953",5953,81.03,"MO","F"
"5954",5953,81.03,"CA","F"
"5955",5955,81.04,"VA","F"
"5956",5955,81.04,"PA","F"
"5957",5957,81.05,"MD","F"
"5958",5957,81.05,"CA","F"
"5959",5957,81.05,"MA","F"
"5960",5960,81.06,"CA","F"
"5961",5961,81.07,"CA","F"
"5962",5962,81.1,"OH","F"
"5963",5962,81.1,"PA","F"
"5964",5962,81.1,"CA","F"
"5965",5965,81.11,"AR","F"
"5966",5966,81.12,"CT","F"
"5967",5967,81.13,"NE","F"
"5968",5967,81.13,"IN","F"
"5969",5967,81.13,"CO","F"
"5970",5970,81.14,"CA","F"
"5971",5971,81.15,"MI","F"
"5972",5972,81.16,"AK","F"
"5973",5972,81.16,"TN","F"
"5974",5974,81.17,"WI","F"
"5975",5975,81.18,"NJ","F"
"5976",5975,81.18,"WA","F"
"5977",5975,81.18,"IN","F"
"5978",5978,81.22,"PA","F"
"5979",5978,81.22,"VA","F"
"5980",5978,81.22,"CA","F"
"5981",5981,81.24,"NY","F"
"5982",5982,81.26,"UT","F"
"5983",5983,81.29,"CA","F"
"5984",5984,81.3,"WY","F"
"5985",5985,81.31,"HI","F"
"5986",5986,81.33,"ND","F"
"5987",5987,81.34,"TN","F"
"5988",5987,81.34,"CA","F"
"5989",5987,81.34,"CA","F"
"5990",5990,81.39,"TX","F"
"5991",5990,81.39,"VA","F"
"5992",5992,81.4,"NY","F"
"5993",5992,81.4,"MO","F"
"5994",5992,81.4,"SC","F"
"5995",5992,81.4,"CO","F"
"5996",5996,81.41,"MI","F"
"5997",5997,81.42,"CA","F"
"5998",5998,81.43,"CA","F"
"5999",5999,81.44,"CT","F"
"6000",6000,81.45,"WI","F"
"6001",6001,81.46,"CT","F"
"6002",6001,81.46,"HI","F"
"6003",6003,81.47,"CT","F"
"6004",6003,81.47,"IL","F"
"6005",6005,81.48,"SA","F"
"6006",6006,81.49,"VA","F"
"6007",6006,81.49,"NY","F"
"6008",6008,81.5,"CO","F"
"6009",6008,81.5,"IA","F"
"6010",6010,81.51,"IL","F"
"6011",6010,81.51,"OH","F"
"6012",6010,81.51,"CA","F"
"6013",6013,81.52,"CA","F"
"6014",6013,81.52,"CA","F"
"6015",6013,81.52,"IL","F"
"6016",6013,81.52,"PA","F"
"6017",6017,81.58,"VA","F"
"6018",6017,81.58,"ME","F"
"6019",6019,81.59,"NY","F"
"6020",6019,81.59,"FL","F"
"6021",6019,81.59,"CA","F"
"6022",6019,81.59,"MI","F"
"6023",6023,81.6,"CA","F"
"6024",6024,81.62,"VA","F"
"6025",6024,81.62,"ME","F"
"6026",6024,81.62,"PA","F"
"6027",6024,81.62,"NH","F"
"6028",6028,81.64,"OR","F"
"6029",6028,81.64,"NY","F"
"6030",6030,81.65,"FL","F"
"6031",6031,81.66,"OH","F"
"6032",6031,81.66,"CA","F"
"6033",6033,81.67,"CA","F"
"6034",6034,81.69,"MI","F"
"6035",6035,81.7,"CA","F"
"6036",6035,81.7,"DE","F"
"6037",6037,81.71,"OH","F"
"6038",6038,81.72,"NJ","F"
"6039",6038,81.72,"CT","F"
"6040",6038,81.72,"NY","F"
"6041",6041,81.74,"FL","F"
"6042",6041,81.74,"CT","F"
"6043",6043,81.75,"CA","F"
"6044",6044,81.76,"NC","F"
"6045",6044,81.76,"MI","F"
"6046",6044,81.76,"CA","F"
"6047",6044,81.76,"CA","F"
"6048",6048,81.77,"NY","F"
"6049",6048,81.77,"IL","F"
"6050",6050,81.81,"IN","F"
"6051",6051,81.84,"NY","F"
"6052",6051,81.84,"MA","F"
"6053",6051,81.84,"CA","F"
"6054",6054,81.85,"UT","F"
"6055",6055,81.86,"IN","F"
"6056",6055,81.86,"WI","F"
"6057",6057,81.87,"OH","F"
"6058",6057,81.87,"CA","F"
"6059",6059,81.88,"IN","F"
"6060",6060,81.93,"NJ","F"
"6061",6061,81.95,"MN","F"
"6062",6062,81.96,"PA","F"
"6063",6062,81.96,"NC","F"
"6064",6064,81.97,"CA","F"
"6065",6065,81.98,"IL","F"
"6066",6066,81.99,"IL","F"
"6067",6067,82,"MN","F"
"6068",6068,82.01,"OH","F"
"6069",6069,82.02,"NC","F"
"6070",6070,82.03,"OH","F"
"6071",6071,82.04,"OH","F"
"6072",6072,82.05,"IL","F"
"6073",6073,82.06,"CT","F"
"6074",6073,82.06,"IL","F"
"6075",6075,82.07,"OH","F"
"6076",6075,82.07,"IA","F"
"6077",6077,82.08,"MD","F"
"6078",6078,82.09,"MA","F"
"6079",6079,82.1,"MI","F"
"6080",6080,82.12,"CA","F"
"6081",6080,82.12,"CA","F"
"6082",6082,82.14,"AL","F"
"6083",6083,82.15,"FL","F"
"6084",6083,82.15,"SA","F"
"6085",6085,82.16,"MN","F"
"6086",6086,82.17,"MN","F"
"6087",6087,82.18,"CA","F"
"6088",6087,82.18,"VA","F"
"6089",6089,82.2,"CA","F"
"6090",6090,82.22,"CA","F"
"6091",6090,82.22,"NY","F"
"6092",6092,82.25,"MN","F"
"6093",6092,82.25,"CA","F"
"6094",6092,82.25,"CA","F"
"6095",6095,82.26,"MD","F"
"6096",6095,82.26,"IL","F"
"6097",6095,82.26,"PA","F"
"6098",6098,82.27,"CO","F"
"6099",6098,82.27,"CO","F"
"6100",6100,82.28,"OH","F"
"6101",6101,82.29,"MI","F"
"6102",6102,82.3,"NY","F"
"6103",6103,82.34,"CA","F"
"6104",6103,82.34,"UT","F"
"6105",6105,82.35,"FL","F"
"6106",6105,82.35,"ME","F"
"6107",6105,82.35,"PA","F"
"6108",6108,82.37,"WI","F"
"6109",6108,82.37,"OH","F"
"6110",6110,82.38,"CA","F"
"6111",6110,82.38,"GA","F"
"6112",6112,82.39,"CA","F"
"6113",6113,82.4,"PA","F"
"6114",6114,82.41,"VA","F"
"6115",6115,82.42,"PA","F"
"6116",6116,82.43,"WI","F"
"6117",6116,82.43,"CA","F"
"6118",6118,82.44,"OH","F"
"6119",6119,82.45,"FL","F"
"6120",6119,82.45,"IL","F"
"6121",6119,82.45,"MN","F"
"6122",6122,82.46,"OH","F"
"6123",6122,82.46,"TX","F"
"6124",6122,82.46,"CA","F"
"6125",6125,82.47,"GA","F"
"6126",6126,82.48,"OH","F"
"6127",6126,82.48,"NC","F"
"6128",6128,82.49,"VA","F"
"6129",6129,82.5,"TX","F"
"6130",6129,82.5,"NJ","F"
"6131",6129,82.5,"MO","F"
"6132",6132,82.51,"NY","F"
"6133",6132,82.51,"UT","F"
"6134",6132,82.51,"WA","F"
"6135",6135,82.52,"FL","F"
"6136",6136,82.53,"NC","F"
"6137",6136,82.53,"LA","F"
"6138",6138,82.55,"OH","F"
"6139",6138,82.55,"MA","F"
"6140",6140,82.56,"IL","F"
"6141",6141,82.57,"PA","F"
"6142",6142,82.58,"IL","F"
"6143",6142,82.58,"VA","F"
"6144",6144,82.6,"IL","F"
"6145",6145,82.61,"PA","F"
"6146",6146,82.62,"CA","F"
"6147",6146,82.62,"VA","F"
"6148",6148,82.63,"NY","F"
"6149",6148,82.63,"PA","F"
"6150",6150,82.64,"MI","F"
"6151",6151,82.65,"SC","F"
"6152",6151,82.65,"ME","F"
"6153",6151,82.65,"CT","F"
"6154",6154,82.68,"WI","F"
"6155",6154,82.68,"IL","F"
"6156",6156,82.7,"CA","F"
"6157",6157,82.72,"VA","F"
"6158",6157,82.72,"CA","F"
"6159",6159,82.74,"CO","F"
"6160",6160,82.77,"CA","F"
"6161",6161,82.79,"PA","F"
"6162",6162,82.8,"PA","F"
"6163",6163,82.81,"NC","F"
"6164",6164,82.82,"MI","F"
"6165",6165,82.84,"TX","F"
"6166",6166,82.85,"PA","F"
"6167",6167,82.87,"PA","F"
"6168",6168,82.88,"PA","F"
"6169",6169,82.89,"WI","F"
"6170",6169,82.89,"IN","F"
"6171",6169,82.89,"FL","F"
"6172",6169,82.89,"NE","F"
"6173",6173,82.91,"NY","F"
"6174",6174,82.92,"MO","F"
"6175",6175,82.93,"WA","F"
"6176",6176,82.94,"MD","F"
"6177",6176,82.94,"PA","F"
"6178",6178,82.95,"IL","F"
"6179",6179,82.96,"CA","F"
"6180",6179,82.96,"IL","F"
"6181",6181,82.97,"WI","F"
"6182",6181,82.97,"KS","F"
"6183",6181,82.97,"TX","F"
"6184",6184,82.99,"CA","F"
"6185",6185,83,"OH","F"
"6186",6186,83.01,"MA","F"
"6187",6186,83.01,"IN","F"
"6188",6188,83.02,"KY","F"
"6189",6189,83.04,"VA","F"
"6190",6189,83.04,"NY","F"
"6191",6189,83.04,"PA","F"
"6192",6192,83.05,"NY","F"
"6193",6192,83.05,"DE","F"
"6194",6194,83.06,"AZ","F"
"6195",6194,83.06,"GA","F"
"6196",6196,83.08,"MN","F"
"6197",6197,83.09,"NY","F"
"6198",6198,83.1,"PA","F"
"6199",6199,83.14,"OH","F"
"6200",6200,83.15,"OH","F"
"6201",6200,83.15,"MI","F"
"6202",6200,83.15,"CO","F"
"6203",6203,83.16,"MD","F"
"6204",6203,83.16,"AZ","F"
"6205",6203,83.16,"UT","F"
"6206",6206,83.17,"MS","F"
"6207",6206,83.17,"CA","F"
"6208",6206,83.17,"OR","F"
"6209",6209,83.18,"OK","F"
"6210",6209,83.18,"PA","F"
"6211",6209,83.18,"VA","F"
"6212",6212,83.19,"PA","F"
"6213",6213,83.2,"CO","F"
"6214",6214,83.21,"NJ","F"
"6215",6214,83.21,"CO","F"
"6216",6216,83.22,"MA","F"
"6217",6217,83.23,"AK","F"
"6218",6218,83.24,"MD","F"
"6219",6219,83.26,"GA","F"
"6220",6220,83.29,"PA","F"
"6221",6220,83.29,"MO","F"
"6222",6222,83.31,"CA","F"
"6223",6223,83.34,"VA","F"
"6224",6223,83.34,"NJ","F"
"6225",6225,83.35,"OH","F"
"6226",6226,83.36,"MI","F"
"6227",6226,83.36,"CA","F"
"6228",6226,83.36,"PA","F"
"6229",6229,83.39,"MD","F"
"6230",6230,83.4,"ME","F"
"6231",6231,83.41,"NE","F"
"6232",6232,83.43,"OH","F"
"6233",6232,83.43,"MI","F"
"6234",6234,83.44,"AZ","F"
"6235",6235,83.45,"DE","F"
"6236",6235,83.45,"IL","F"
"6237",6237,83.46,"ME","F"
"6238",6238,83.47,"TX","F"
"6239",6238,83.47,"CA","F"
"6240",6240,83.49,"NJ","F"
"6241",6240,83.49,"WA","F"
"6242",6242,83.5,"NY","F"
"6243",6242,83.5,"OH","F"
"6244",6244,83.51,"IL","F"
"6245",6244,83.51,"AK","F"
"6246",6246,83.53,"PA","F"
"6247",6247,83.54,"CA","F"
"6248",6248,83.55,"TX","F"
"6249",6248,83.55,"CA","F"
"6250",6250,83.56,"IL","F"
"6251",6251,83.57,"AL","F"
"6252",6251,83.57,"GA","F"
"6253",6251,83.57,"IL","F"
"6254",6251,83.57,"CA","F"
"6255",6251,83.57,"GA","F"
"6256",6256,83.6,"IN","F"
"6257",6257,83.63,"PA","F"
"6258",6258,83.64,"NE","F"
"6259",6259,83.68,"PA","F"
"6260",6260,83.69,"UT","F"
"6261",6260,83.69,"CA","F"
"6262",6262,83.71,"CA","F"
"6263",6263,83.72,"KS","F"
"6264",6263,83.72,"OH","F"
"6265",6265,83.74,"NC","F"
"6266",6266,83.77,"IN","F"
"6267",6267,83.78,"OH","F"
"6268",6268,83.79,"WI","F"
"6269",6269,83.8,"MD","F"
"6270",6269,83.8,"OH","F"
"6271",6269,83.8,"IL","F"
"6272",6269,83.8,"SA","F"
"6273",6273,83.81,"VA","F"
"6274",6273,83.81,"FL","F"
"6275",6273,83.81,"NC","F"
"6276",6273,83.81,"IN","F"
"6277",6273,83.81,"MA","F"
"6278",6278,83.83,"FL","F"
"6279",6278,83.83,"WY","F"
"6280",6278,83.83,"IN","F"
"6281",6278,83.83,"CO","F"
"6282",6282,83.84,"TN","F"
"6283",6283,83.85,"MI","F"
"6284",6284,83.86,"CA","F"
"6285",6285,83.87,"MD","F"
"6286",6286,83.88,"VA","F"
"6287",6286,83.88,"MO","F"
"6288",6286,83.88,"MN","F"
"6289",6289,83.89,"IN","F"
"6290",6290,83.9,"CA","F"
"6291",6291,83.92,"WI","F"
"6292",6292,83.94,"IL","F"
"6293",6293,83.95,"IL","F"
"6294",6294,83.97,"CA","F"
"6295",6294,83.97,"CA","F"
"6296",6296,83.98,"IL","F"
"6297",6297,83.99,"VA","F"
"6298",6298,84.01,"NY","F"
"6299",6298,84.01,"OH","F"
"6300",6300,84.05,"NM","F"
"6301",6301,84.07,"IL","F"
"6302",6302,84.08,"CA","F"
"6303",6303,84.09,"NE","F"
"6304",6304,84.1,"VA","F"
"6305",6304,84.1,"CO","F"
"6306",6306,84.11,"CA","F"
"6307",6307,84.12,"VA","F"
"6308",6307,84.12,"AL","F"
"6309",6307,84.12,"UT","F"
"6310",6307,84.12,"CA","F"
"6311",6311,84.14,"AR","F"
"6312",6312,84.18,"VA","F"
"6313",6312,84.18,"CA","F"
"6314",6314,84.19,"IN","F"
"6315",6315,84.2,"WA","F"
"6316",6316,84.21,"KS","F"
"6317",6316,84.21,"WV","F"
"6318",6316,84.21,"NC","F"
"6319",6319,84.23,"NY","F"
"6320",6320,84.26,"TX","F"
"6321",6320,84.26,"MI","F"
"6322",6322,84.28,"CA","F"
"6323",6323,84.29,"ME","F"
"6324",6323,84.29,"NC","F"
"6325",6323,84.29,"CO","F"
"6326",6323,84.29,"IL","F"
"6327",6327,84.31,"IN","F"
"6328",6328,84.33,"VA","F"
"6329",6329,84.34,"IL","F"
"6330",6330,84.35,"UT","F"
"6331",6330,84.35,"CA","F"
"6332",6330,84.35,"OH","F"
"6333",6333,84.36,"CO","F"
"6334",6334,84.37,"UT","F"
"6335",6335,84.38,"CO","F"
"6336",6336,84.39,"VA","F"
"6337",6337,84.41,"IL","F"
"6338",6337,84.41,"MN","F"
"6339",6339,84.43,"IL","F"
"6340",6340,84.46,"AZ","F"
"6341",6340,84.46,"NE","F"
"6342",6342,84.47,"IL","F"
"6343",6343,84.49,"WY","F"
"6344",6343,84.49,"NC","F"
"6345",6345,84.5,"VA","F"
"6346",6345,84.5,"CA","F"
"6347",6345,84.5,"WI","F"
"6348",6345,84.5,"FL","F"
"6349",6349,84.51,"PA","F"
"6350",6349,84.51,"PA","F"
"6351",6351,84.53,"TX","F"
"6352",6352,84.54,"GA","F"
"6353",6352,84.54,"WA","F"
"6354",6352,84.54,"TX","F"
"6355",6355,84.55,"TX","F"
"6356",6355,84.55,"CA","F"
"6357",6357,84.58,"OH","F"
"6358",6357,84.58,"NC","F"
"6359",6359,84.59,"UT","F"
"6360",6359,84.59,"WA","F"
"6361",6361,84.6,"PA","F"
"6362",6361,84.6,"VA","F"
"6363",6363,84.61,"PA","F"
"6364",6363,84.61,"AZ","F"
"6365",6363,84.61,"MD","F"
"6366",6366,84.62,"MN","F"
"6367",6367,84.64,"OH","F"
"6368",6367,84.64,"IL","F"
"6369",6367,84.64,"WI","F"
"6370",6367,84.64,"UT","F"
"6371",6371,84.65,"NY","F"
"6372",6371,84.65,"IN","F"
"6373",6373,84.66,"WI","F"
"6374",6373,84.66,"NY","F"
"6375",6375,84.67,"NY","F"
"6376",6375,84.67,"IN","F"
"6377",6377,84.69,"CA","F"
"6378",6378,84.71,"TX","F"
"6379",6379,84.72,"DE","F"
"6380",6379,84.72,"FL","F"
"6381",6381,84.73,"CA","F"
"6382",6382,84.74,"ND","F"
"6383",6383,84.77,"NY","F"
"6384",6384,84.78,"CA","F"
"6385",6384,84.78,"MI","F"
"6386",6386,84.79,"CA","F"
"6387",6387,84.8,"IL","F"
"6388",6388,84.81,"PA","F"
"6389",6388,84.81,"FL","F"
"6390",6390,84.82,"CO","F"
"6391",6391,84.83,"NY","F"
"6392",6392,84.84,"CA","F"
"6393",6393,84.87,"SA","F"
"6394",6394,84.88,"WI","F"
"6395",6395,84.91,"IL","F"
"6396",6395,84.91,"CA","F"
"6397",6397,84.95,"WI","F"
"6398",6398,84.98,"KS","F"
"6399",6399,84.99,"PA","F"
"6400",6399,84.99,"SC","F"
"6401",6401,85.01,"NC","F"
"6402",6402,85.02,"FL","F"
"6403",6402,85.02,"CA","F"
"6404",6402,85.02,"MO","F"
"6405",6405,85.03,"IL","F"
"6406",6405,85.03,"TX","F"
"6407",6407,85.05,"CA","F"
"6408",6408,85.07,"WI","F"
"6409",6409,85.09,"NY","F"
"6410",6410,85.12,"VA","F"
"6411",6411,85.15,"CT","F"
"6412",6412,85.16,"OH","F"
"6413",6412,85.16,"OH","F"
"6414",6412,85.16,"IN","F"
"6415",6415,85.18,"CT","F"
"6416",6415,85.18,"OH","F"
"6417",6417,85.19,"HI","F"
"6418",6417,85.19,"WA","F"
"6419",6419,85.21,"IN","F"
"6420",6420,85.24,"WI","F"
"6421",6421,85.25,"VA","F"
"6422",6421,85.25,"HI","F"
"6423",6421,85.25,"WI","F"
"6424",6421,85.25,"DE","F"
"6425",6425,85.26,"VA","F"
"6426",6425,85.26,"CA","F"
"6427",6425,85.26,"SA","F"
"6428",6428,85.27,"NY","F"
"6429",6428,85.27,"CT","F"
"6430",6430,85.28,"MA","F"
"6431",6431,85.29,"NY","F"
"6432",6432,85.3,"CO","F"
"6433",6432,85.3,"IN","F"
"6434",6432,85.3,"WV","F"
"6435",6435,85.32,"MD","F"
"6436",6435,85.32,"OH","F"
"6437",6435,85.32,"MN","F"
"6438",6438,85.33,"FL","F"
"6439",6438,85.33,"MO","F"
"6440",6440,85.35,"NC","F"
"6441",6441,85.36,"VA","F"
"6442",6442,85.39,"FL","F"
"6443",6443,85.41,"CT","F"
"6444",6444,85.42,"NY","F"
"6445",6445,85.44,"TX","F"
"6446",6445,85.44,"OH","F"
"6447",6447,85.45,"NY","F"
"6448",6448,85.46,"CA","F"
"6449",6448,85.46,"NC","F"
"6450",6450,85.47,"FL","F"
"6451",6450,85.47,"MN","F"
"6452",6452,85.48,"MD","F"
"6453",6452,85.48,"NY","F"
"6454",6452,85.48,"CO","F"
"6455",6455,85.49,"OH","F"
"6456",6455,85.49,"CT","F"
"6457",6457,85.51,"IL","F"
"6458",6457,85.51,"WA","F"
"6459",6459,85.52,"FL","F"
"6460",6460,85.53,"MS","F"
"6461",6461,85.55,"CT","F"
"6462",6461,85.55,"IL","F"
"6463",6461,85.55,"MI","F"
"6464",6461,85.55,"NC","F"
"6465",6461,85.55,"NC","F"
"6466",6466,85.56,"NC","F"
"6467",6467,85.58,"GA","F"
"6468",6467,85.58,"NY","F"
"6469",6469,85.6,"NY","F"
"6470",6470,85.61,"AZ","F"
"6471",6471,85.62,"WI","F"
"6472",6472,85.63,"IN","F"
"6473",6473,85.64,"CA","F"
"6474",6473,85.64,"IN","F"
"6475",6475,85.65,"IL","F"
"6476",6475,85.65,"DE","F"
"6477",6475,85.65,"NY","F"
"6478",6478,85.67,"CA","F"
"6479",6479,85.68,"VA","F"
"6480",6479,85.68,"IL","F"
"6481",6479,85.68,"TX","F"
"6482",6482,85.71,"NY","F"
"6483",6482,85.71,"NC","F"
"6484",6484,85.73,"PA","F"
"6485",6485,85.74,"MN","F"
"6486",6485,85.74,"MD","F"
"6487",6485,85.74,"IN","F"
"6488",6485,85.74,"CO","F"
"6489",6489,85.76,"NY","F"
"6490",6489,85.76,"NY","F"
"6491",6489,85.76,"PA","F"
"6492",6492,85.77,"NC","F"
"6493",6492,85.77,"CO","F"
"6494",6494,85.79,"UT","F"
"6495",6495,85.81,"CA","F"
"6496",6496,85.82,"MN","F"
"6497",6497,85.83,"PA","F"
"6498",6497,85.83,"DE","F"
"6499",6497,85.83,"CA","F"
"6500",6500,85.84,"NE","F"
"6501",6500,85.84,"MD","F"
"6502",6502,85.85,"CO","F"
"6503",6503,85.88,"CA","F"
"6504",6503,85.88,"CO","F"
"6505",6505,85.89,"CA","F"
"6506",6506,85.91,"NY","F"
"6507",6507,85.93,"WY","F"
"6508",6507,85.93,"NY","F"
