"endTime","artistName","trackName","msPlayed"
"2024-02-07 15:10","Young Thug","Parade on Cleveland (feat. Drake)",2205
"2024-02-07 15:10","Jack Harlow","Young Harleezy",1486
"2024-02-07 15:10","Bad Bunny","TELEFONO NUEVO",6199
"2024-02-07 15:10","Metro Boomin","Home (Metro Boomin & Don Toliver, Lil Uzi Vert)",1880
"2024-02-07 15:10","Jack Harlow","NUN FREE (feat. 2forwOyNE)",1787
"2024-02-07 15:10","Trippie Redd","Van Cleef Island",2043
"2024-02-07 15:10","Drake","Spin Bout U",1927
"2024-02-07 15:10","Takeoff","Casper",2205
"2024-02-07 15:10","Bad Bunny","MERCEDES CAROTA",2461
"2024-02-07 15:10","Don Toliver","Private Landing (feat. Justin Bieber & Future)",2577
"2024-02-07 15:10","Travis Scott","MELTDOWN (feat. Drake)",2159
"2024-02-07 15:10","Drake","Papi’s Home",4202
"2024-02-07 15:10","Lyrical Lemonade","Guitar In My Room (with Lil Durk & Kid Cudi)",5433
"2024-02-07 15:10","Drake","Pussy & Millions (feat. Travis Scott)",1555
"2024-02-07 15:10","Kendrick Lamar","Alright",91672
"2024-02-07 15:10","ARTAN","She's A 10 But...",1880
"2024-02-07 15:11","Jack Harlow","Is That Ight?",4411
"2024-02-07 15:12","Drake","Circo Loco",94133
"2024-02-07 15:13","21 Savage","all of me",83011
"2024-02-07 23:18","The Kid LAROI","WHERE DO YOU SLEEP?",192314
"2024-02-07 23:23","Jack Harlow","RIVER ROAD",255058
"2024-02-07 23:25","Baby Keem","south africa",174502
"2024-02-07 23:28","Jack Harlow","It Can't Be",139416
"2024-02-07 23:32","Drake","Evil Ways (feat. J. Cole)",227692
"2024-02-07 23:35","21 Savage","see the real",182039
"2024-02-07 23:37","Lyrical Lemonade","This My Life (with Lil Tecca, The Kid LAROI & Lil Skies)",169014
"2024-02-07 23:40","Don Toliver","BANDIT",147746
"2024-02-08 00:33","21 Savage","red sky",176835
"2024-02-08 00:35","21 Savage","sneaky",146895
"2024-02-08 00:38","Drake","Pussy & Millions (feat. Travis Scott)",194931
"2024-02-08 00:39","Metro Boomin","Hummingbird (Metro Boomin & James Blake)",1044
"2024-02-08 00:39","Drake","Feel No Ways",928
"2024-02-08 00:39","Drake","Another Late Night (feat. Lil Yachty)",1068
"2024-02-08 00:39","Kendrick Lamar","LOVE. FEAT. ZACARI.",66571
"2024-02-08 03:26","Travis Scott","SKITZO (feat. Young Thug)",84868
"2024-02-08 03:29","Travis Scott","SKITZO (feat. Young Thug)",198530
"2024-02-08 03:29","Jack Harlow","RIVER ROAD",2159
"2024-02-08 03:40","Jack Harlow","State Fair",194526
"2024-02-08 03:42","Jack Harlow","They Don't Love It",113292
"2024-02-08 03:44","Jack Harlow","It Can't Be",139416
"2024-02-08 03:46","21 Savage","n.h.i.e.",143718
"2024-02-08 03:49","21 Savage","see the real",182039
"2024-02-08 03:53","Drake","All The Parties (feat. Chief Keef)",218611
"2024-02-08 04:04","Drake","Away From Home",1695
"2024-02-08 04:04","Jack Harlow","21C/Delta",143735
"2024-02-08 04:07","Drake","On BS",128615
"2024-02-08 05:29","SEGA SOUND TEAM","Palmtree Panic - ”P” mix",133600
"2024-02-08 05:32","Christopher Larkin","Nightmare King",170401
"2024-02-08 05:34","Arcade Player","Coconut Mall (From ""Mario Kart Wii"")",130612
"2024-02-08 05:35","Omori","By Your Side.",96949
"2024-02-08 05:38","Omori","World's End Valentine",147576
"2024-02-08 05:42","Laura Shigihara","Watery Graves (In-Game)",221072
"2024-02-08 05:44","Re-Logic","Overworld Day",137523
"2024-02-08 05:46","Toby Fox","Spider Dance",106434
"2024-02-08 05:48","Scott Lloyd Shelly","Empress of Light",168727
"2024-02-08 05:53","Omori","Omori",253187
"2024-02-08 05:57","アトラスサウンドチーム","specialist",243746
"2024-02-08 06:02","SEGA SOUND TEAM","Windmill Isle - Day",303946
"2024-02-08 06:03","GroovyDominoes52","bee.",66286
"2024-02-08 06:05","Toby Fox","Death By Glamour",134594
"2024-02-08 06:08","Christopher Larkin","City of Tears",178764
"2024-02-08 06:11","makruzyy","Still Alive",154971
"2024-02-08 06:14","C418","Cat",186250
"2024-02-08 06:16","Re-Logic","Jungle",164689
"2024-02-08 06:17","C418","Dry Hands",68500
"2024-02-08 06:22","Chris Christodoulou","…con lentitud poderosa",289553
"2024-02-08 06:25","C418","Chirp",186987
"2024-02-08 06:30","SEGA SOUND TEAM","Planet Wisp - Act 1",307400
"2024-02-08 06:33","Re-Logic","Underground",179500
"2024-02-08 06:37","Tee Lopes","Lights, Camera, Action! - Studiopolis Zone Act 1",187800
"2024-02-08 06:40","Lyn","Last Surprise",235546
"2024-02-08 06:43","Toby Fox","ASGORE",156000
"2024-02-08 06:48","C418","Mice On Venus",281500
"2024-02-08 06:49","Moisés Nieto","Song of Storms (From ""Ocarina of Time"")",91951
"2024-02-08 06:51","Toby Fox","THE WORLD REVOLVING",101052
"2024-02-08 06:54","Toby Fox","It's Raining Somewhere Else",170312
"2024-02-08 14:58","Jack Harlow","RAIN",1555
"2024-02-08 14:58","Christopher Larkin","Mantis Lords",1486
"2024-02-08 14:58","Christopher Larkin","Mantis Lords",95250
"2024-02-08 15:03","Travis Scott","SKITZO (feat. Young Thug)",286793
"2024-02-08 15:08","21 Savage","sneaky",176487
"2024-02-08 15:08","Drake","Major Distribution",1625
"2024-02-08 15:08","Jack Harlow","21C/Delta",3645
"2024-02-08 15:08","Drake","More M’s",1811
"2024-02-08 15:08","21 Savage","pad lock",2391
"2024-02-08 15:08","Jack Harlow","Side Piece",1741
"2024-02-08 15:11","Metro Boomin","Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray)",157733
"2024-02-08 15:12","Baby Keem","south africa",2089
"2024-02-08 15:12","Drake","You Broke My Heart",91091
"2024-02-08 15:12","Jack Harlow","SUNDAY NIGHT",3065
"2024-02-08 15:14","Nemzzz","MONEY AND VIBES",117214
"2024-02-08 15:14","Young Thug","Want Me Dead (feat. 21 Savage)",2020
"2024-02-08 20:59","21 Savage","letter to my brudda",9520
"2024-02-08 20:59","Drake","8am in Charlotte",63947
"2024-02-08 21:01","Gunna","bread & butter",94992
"2024-02-08 21:02","Luh Tyler","Change My Wayz",48320
"2024-02-08 21:05","Drake","What Would Pluto Do",182998
"2024-02-08 21:06","Young Thug","Want Me Dead (feat. 21 Savage)",2089
"2024-02-08 21:06","Drake","IDGAF (feat. Yeat)",44762
"2024-02-08 21:10","Drake","Virginia Beach",251094
"2024-02-08 21:12","Lyrical Lemonade","Say Ya Grace (with Chief Keef & Lil Yachty)",146450
"2024-02-08 21:16","Drake","First Person Shooter (feat. J. Cole)",247444
"2024-02-08 22:41","Lil Uzi Vert","Flooded The Face",21763
"2024-02-08 22:43","Lil Uzi Vert","Flooded The Face",171215
"2024-02-08 22:46","Travis Scott","SIRENS",151305
"2024-02-08 22:46","Jack Harlow","They Don't Love It",2020
"2024-02-08 22:47","Lil Yachty","The Secret Recipe",6733
"2024-02-08 22:47","Brent Faiyaz","Upset (feat. Tommy Richman & FELIX!)",56726
"2024-02-08 22:47","Lil Uzi Vert","Red Moon",2972
"2024-02-08 22:48","Baby Keem","highway 95",34783
"2024-02-09 01:36","Travis Scott","MY EYES",231314
"2024-02-09 01:39","Joey Bada$$","Show Me",174195
"2024-02-09 01:43","21 Savage","née-nah",220584
"2024-02-09 01:45","Killer Mike","SCIENTISTS & ENGINEERS (feat. Future & Eryn Allen Kane)",164096
"2024-02-09 01:57","Kid Cudi","WOW (with A$AP Rocky)",115031
"2024-02-09 01:58","Lyrical Lemonade","Fallout (with Gus Dapperton, Lil Yachty & Joey Bada$$)",64110
"2024-02-09 01:59","Quavo","Turn Yo Clic Up (feat. Future)",4226
"2024-02-09 01:59","Ken Carson","Fighting My Demons",8428
"2024-02-09 01:59","Metro Boomin","I Can't Save You (Interlude) [with Future & feat. Don Toliver]",1091
"2024-02-09 01:59","Playboi Carti","New Tank",73909
"2024-02-09 02:01","Kanye West","Father Stretch My Hands Pt. 1",105743
"2024-02-09 02:03","Gunna","fukumean",3529
"2024-02-09 02:03","22Gz","Twirlanta",5619
"2024-02-09 02:03","Drake","7969 Santa",116958
"2024-02-09 02:03","hako","listen!",4388
"2024-02-09 02:04","Yeat","My wrist (with Young Thug)",70217
"2024-02-09 03:40","Yeat","My wrist (with Young Thug)",710
"2024-02-09 03:42","Laura Shigihara","Watery Graves - Fast Version",116141
"2024-02-09 03:43","SEGA SOUND TEAM","Stardust Speedway - ”B” mix",91200
"2024-02-09 03:45","Toby Fox","Dummy!",145920
"2024-02-09 03:47","Gooseworx","Theme from The Amazing Digital Circus",118595
"2024-02-09 03:50","藤田真由美","A Way of Life",140680
"2024-02-09 03:53","アトラスサウンドチーム","Changing Seasons",178906
"2024-02-09 03:55","Lyn","Tokyo Daylight",124146
"2024-02-09 04:00","Heaven Pierce Her","Altars of Apostasy",341212
"2024-02-09 04:02","Kunning Fox","Driftveil City",97000
"2024-02-09 04:05","Tee Lopes","Stardust Speedway Zone Act 2",175600
"2024-02-09 04:08","照井順政","Delirious",150000
"2024-02-09 04:10","アトラスサウンドチーム","巌戸台分寮",114725
"2024-02-09 14:58","Lil Tecca","Fell In Love (with Ken Carson)",4017
"2024-02-09 14:58","Lil Uzi Vert","Pluto to Mars",147934
"2024-02-09 14:58","Lil Yachty","Slide",3390
"2024-02-09 14:58","LUCKI","KAPITOL DENIM",16021
"2024-02-09 15:01","Travis Scott","I KNOW ?",153298
"2024-02-09 15:05","Young Thug","Parade on Cleveland (feat. Drake)",228266
"2024-02-09 15:07","Toosii","Pull Up (feat. 21 Savage)",133000
"2024-02-09 15:10","Offset","DON'T YOU LIE",191466
"2024-02-09 15:14","21 Savage","dangerous",265305
"2024-02-09 15:16","Gunna","rodeo dr",64675
"2024-02-09 23:20","Drake","Tried Our Best",8707
"2024-02-09 23:20","Quavo","Patty Cake (feat. Takeoff)",12654
"2024-02-09 23:20","Travis Scott","LOST FOREVER (feat. Westside Gunn)",5712
"2024-02-09 23:20","Lyrical Lemonade","Guitar In My Room (with Lil Durk & Kid Cudi)",8428
"2024-02-09 23:20","2 Chainz","Long Story Short",3181
"2024-02-09 23:24","21 Savage","just like me",231338
"2024-02-09 23:24","Jack Harlow","Denver",2854
"2024-02-09 23:25","Lil Uzi Vert","Zoom (Bonus Track)",64760
"2024-02-09 23:29","21 Savage","prove it",207585
"2024-02-09 23:52","Drake","Slime You Out (feat. SZA)",2623
"2024-02-09 23:52","21 Savage","pop ur shit",3552
"2024-02-09 23:52","Lyrical Lemonade","This My Life (with Lil Tecca, The Kid LAROI & Lil Skies)",274573
"2024-02-09 23:52","Drake","All The Parties (feat. Chief Keef)",7569
"2024-02-09 23:52","21 Savage","red sky",2113
"2024-02-09 23:52","Young Thug","Cars Bring Me Out (feat. Future)",2554
"2024-02-09 23:52","Drake","Fear Of Heights",2763
"2024-02-09 23:52","Lil Tecca","Dead or Alive",3297
"2024-02-09 23:56","Kid Cudi","GET OFF ME (with Travis Scott)",215240
"2024-02-10 00:03","Offset","FAN",49880
"2024-02-10 00:59","Nemzzz","L's",117200
"2024-02-10 01:01","Nemzzz","L's",117200
"2024-02-10 01:34","Nemzzz","L's",117200
"2024-02-10 01:36","Nemzzz","L's",117200
"2024-02-10 01:38","Nemzzz","L's",117200
"2024-02-10 01:40","Nemzzz","L's",117200
"2024-02-10 01:42","Nemzzz","L's",117200
"2024-02-10 01:42","Nemzzz","L's",25030
"2024-02-10 01:45","Peanuts","for what?",11041
"2024-02-10 01:45","Kid Cudi","RAGER BOYZ (with Young Thug)",169466
"2024-02-10 01:47","Dominic Fike","Socks",131173
"2024-02-10 01:51","half•alive","Summerland",229293
"2024-02-10 01:55","Twenty One Pilots","Heavydirtysoul (feat. MUTEMATH)",240000
"2024-02-10 01:58","Twenty One Pilots","We Don't Believe What's on TV",177200
"2024-02-10 02:02","half•alive","BREAKFAST",211360
"2024-02-10 02:21","Twenty One Pilots","Choker / Stressed Out / Migraine / Morph / Holding On To You - Livestream Version",580310
"2024-02-10 02:23","half•alive","Lost",142666
"2024-02-10 02:28","Twenty One Pilots","The Judge",297760
"2024-02-10 02:30","Jack Harlow","They Don't Love It",113292
"2024-02-10 02:38","Dominic Fike","Sick",141011
"2024-02-10 02:41","half•alive","I'll Stop",194573
"2024-02-10 02:44","Twenty One Pilots","Shy Away - Livestream Version",176481
"2024-02-10 02:48","Twenty One Pilots","Polarize",226786
"2024-02-10 02:51","Dominic Fike","Joe Blazey",162309
"2024-02-10 02:55","Twenty One Pilots","Jumpsuit / Heavydirtysoul - Livestream Version",248018
"2024-02-10 03:00","Twenty One Pilots","Taxi Cab",285733
"2024-02-10 03:02","Dominic Fike","Pasture Child",173466
"2024-02-10 03:06","Twenty One Pilots","Level of Concern",220051
"2024-02-10 04:37","Jack Harlow","Side Piece",234117
"2024-02-10 04:40","Dominic Fike","Açaí Bowl",177400
"2024-02-10 04:43","Dominic Fike","Mona Lisa",186066
"2024-02-10 04:48","Unknown Artist","Unknown Track",266306
"2024-02-10 04:50","Jack Harlow","Movie Star (feat. Pharrell Williams)",142590
"2024-02-10 04:54","half•alive","Nobody",206640
"2024-02-10 05:03","Twenty One Pilots","The Hype - Berlin",250782
"2024-02-10 05:08","Twenty One Pilots","Car Radio",267720
"2024-02-10 05:14","Twenty One Pilots","Shy Away - MTV Unplugged Live",361421
"2024-02-10 05:16","Dominic Fike","Cancel Me",137241
"2024-02-10 05:18","Dominic Fike","Westcoast Collective",107280
"2024-02-10 05:21","half•alive","Rest (with Samm Henshaw)",179329
"2024-02-10 07:47","half•alive","Rest (with Samm Henshaw)",16044
"2024-02-10 07:51","half•alive","Summerland",229293
"2024-02-10 07:56","Twenty One Pilots","Ode to Sleep",308388
"2024-02-10 07:57","half•alive","Lost",5332
"2024-02-10 07:59","Baby Keem","trademark usa",9404
"2024-02-10 07:59","Dominic Fike","Wurli",120790
"2024-02-10 08:01","The Kid LAROI","I THOUGHT THAT I NEEDED YOU",2716
"2024-02-10 08:01","Drake","Jimmy Cooks (feat. 21 Savage)",3552
"2024-02-10 08:01","Nemzzz","MONEY AND VIBES",122253
"2024-02-10 08:01","21 Savage","dangerous",2484
"2024-02-10 08:01","Kendrick Lamar","Alright",8377
"2024-02-10 08:03","Nemzzz","L's",117200
"2024-02-10 08:03","Jack Harlow","Poison (feat. Lil Wayne)",3041
"2024-02-10 08:03","Drake","On BS",3539
"2024-02-10 08:05","Baby Keem","family ties (with Kendrick Lamar)",106231
"2024-02-10 08:05","Travis Scott","LOST FOREVER (feat. Westside Gunn)",4133
"2024-02-10 08:05","Drake","More M’s",2647
"2024-02-10 08:05","Don Toliver","BANDIT",4783
"2024-02-10 08:08","21 Savage","sneaky",5224
"2024-02-10 08:08","Don Toliver","No Pole",187613
"2024-02-10 08:11","Lil Uzi Vert","Watch This - ARIZONATEARS Pluggnb Remix",163139
"2024-02-10 19:38","Drake","Polar Opposites",106255
"2024-02-10 19:39","Drake","Polar Opposites",23382
"2024-02-10 19:41","Kanye West","STARS",115238
"2024-02-10 19:44","Kanye West","KEYS TO MY LIFE",174083
"2024-02-10 19:47","Kanye West","PAID",184528
"2024-02-10 23:22","Kanye West","PAID",10586
"2024-02-10 23:25","Kanye West","TALKING",185110
"2024-02-10 23:30","Kanye West","BACK TO ME",295471
"2024-02-10 23:34","Kanye West","DO IT",225000
"2024-02-10 23:36","Kanye West","PAPERWORK",145785
"2024-02-10 23:38","Kanye West","BURN",111458
"2024-02-11 00:25","Kanye West","FUK SUMN",36326
"2024-02-11 00:27","Dominic Fike","How Much Is Weed?",125055
"2024-02-11 00:31","half•alive","Move Me",217400
"2024-02-11 00:33","Paul McCartney","The Kiss Of Venus (Dominic Fike)",143530
"2024-02-11 00:37","Twenty One Pilots","The Pantaloon",213200
"2024-02-11 00:41","Twenty One Pilots","Redecorate",242506
"2024-02-11 00:42","Modest Mussorgsky","Pictures At An Exhibition: Promenade - I",111293
"2024-02-11 00:45","Modest Mussorgsky","Pictures At An Exhibition: Gnomus",159786
"2024-02-11 00:46","Modest Mussorgsky","Pictures At An Exhibition: Promenade - II",67240
"2024-02-11 00:47","Modest Mussorgsky","Pictures At An Exhibition: The Old Castle",47781
"2024-02-11 00:51","Twenty One Pilots","Level of Concern - live from outside",222382
"2024-02-11 00:54","Twenty One Pilots","Pet Cheetah",198360
"2024-02-11 00:59","Twenty One Pilots","Trapdoor",277013
"2024-02-11 01:01","Dominic Fike","Good Game",147715
"2024-02-11 01:03","Twenty One Pilots","Fairly Local",141801
"2024-02-11 02:23","Twenty One Pilots","Fairly Local",65363
"2024-02-11 02:25","Modest Mussorgsky","Pictures At An Exhibition: Promenade - II",35062
"2024-02-11 02:25","Twenty One Pilots","Tear in My Heart - MTV Unplugged Live",84308
"2024-02-11 02:26","Modest Mussorgsky","Pictures At An Exhibition: The Old Castle",63158
"2024-02-11 02:27","Modest Mussorgsky","Pictures At An Exhibition: Promenade - III",14210
"2024-02-11 02:27","Modest Mussorgsky","Pictures At An Exhibition: Bydlo",952
"2024-02-11 02:28","Modest Mussorgsky","Pictures At An Exhibition: The Tuileries Gardens",76040
"2024-02-11 02:30","Modest Mussorgsky","Pictures At An Exhibition: Bydlo",159693
"2024-02-11 02:31","Modest Mussorgsky","Pictures At An Exhibition: Promenade - IV",37820
"2024-02-11 02:32","Modest Mussorgsky","Pictures At An Exhibition: Ballet Of The Chickens In Their Shells",80720
"2024-02-11 02:35","Modest Mussorgsky","Pictures At An Exhibition: Samuel Goldenberg And Schmuyle",143880
"2024-02-11 02:36","Modest Mussorgsky","Pictures At An Exhibition: The Market-place At Limoges",89933
"2024-02-11 02:38","Modest Mussorgsky","Pictures At An Exhibition: The Catacombs (Sepulchrum romanum)",126120
"2024-02-11 02:39","Modest Mussorgsky","Pictures At An Exhibition: Cum mortuis in lingua mortua",54767
"2024-02-11 02:43","Modest Mussorgsky","Pictures At An Exhibition: The Hut On Fowl's Legs (Baba-Yaga)",233386
"2024-02-11 02:49","Modest Mussorgsky","Pictures At An Exhibition: The Great Gate Of Kiev",345920
"2024-02-11 02:49","Modest Mussorgsky","Pictures At An Exhibition: Promenade - I",12356
"2024-02-11 02:54","Twenty One Pilots","Holding on to You",263733
"2024-02-11 02:57","Twenty One Pilots","Level of Concern - live from outside",222382
"2024-02-11 03:00","Unknown Artist","Unknown Track",149777
"2024-02-11 03:02","Dominic Fike","She Wants My Money",133560
"2024-02-11 03:04","Twenty One Pilots","Trapdoor",2647
"2024-02-11 03:04","Dominic Fike","Falling Asleep",108533
"2024-02-11 03:04","Twenty One Pilots","Christmas Saves The Year",34076
"2024-02-11 03:06","Jack Harlow","No Enhancers",99960
"2024-02-11 03:06","half•alive","TIME 2",10608
"2024-02-11 03:41","half•alive","TrusT",257120
"2024-02-11 03:42","Dominic Fike","Come Here",77620
"2024-02-11 03:52","Twenty One Pilots","Polarize",226786
"2024-02-11 03:55","Twenty One Pilots","Choker",223065
"2024-02-11 03:57","Jack Harlow","Like A Blade Of Grass",126217
"2024-02-11 20:24","Kanye West","BACK TO ME",789
"2024-02-11 20:24","Twenty One Pilots","The Run and Go",116630
"2024-02-11 20:24","Twenty One Pilots","The Run and Go",8173
"2024-02-11 20:27","Kanye West","TALKING",185110
"2024-02-11 20:33","Kanye West","BACK TO ME",282167
"2024-02-11 20:34","Kanye West","HOODRAT",46161
"2024-02-11 20:37","Kanye West","DO IT",225000
"2024-02-11 20:43","Kanye West","PAPERWORK",145785
"2024-02-11 20:45","Kanye West","BURN",111458
"2024-02-11 20:49","Kanye West","FUK SUMN",209577
"2024-02-11 20:49","Kanye West","VULTURES",6542
"2024-02-11 20:53","Kanye West","CARNIVAL",264324
"2024-02-11 20:55","Kanye West","BEG FORGIVENESS",93262
"2024-02-11 20:58","Kanye West","GOOD (DON'T DIE)",199440
"2024-02-11 21:00","Kanye West","PROBLEMATIC",131746
"2024-02-11 21:01","HUNNY","Televised",3529
"2024-02-11 21:01","Kanye West","KING",61393
"2024-02-12 04:20","Drake","Drew A Picasso",262768
"2024-02-12 04:23","Metro Boomin","Nas Morales (Metro Boomin & Nas)",167093
"2024-02-12 04:31","21 Savage","Said N Done",33972
"2024-02-12 04:35","Baby Keem","family ties (with Kendrick Lamar)",252262
"2024-02-12 04:35","Joey Bada$$","Show Me",1625
"2024-02-12 04:35","Drake","IDGAF (feat. Yeat)",2386
"2024-02-12 04:35","Kendrick Lamar","LOVE. FEAT. ZACARI.",2879
"2024-02-12 04:38","Travis Scott","FE!N (feat. Playboi Carti)",148375
"2024-02-12 04:40","Jack Harlow","Like A Blade Of Grass",1927
"2024-02-12 04:40","Jack Harlow","Questions",2298
"2024-02-12 04:40","JVKE","this is what space feels like",144869
"2024-02-12 04:45","Travis Scott","SICKO MODE",276085
"2024-02-12 05:53","Omori","Wandering Rose",113935
"2024-02-12 05:55","Omori","Bready Steady Go",125969
"2024-02-12 05:56","Omori","Pranked.",63968
"2024-02-12 05:57","Omori","Tussle Among Trees",70341
"2024-02-12 05:58","Omori","Splintered Sweets in the Castle",84967
"2024-02-12 06:03","Omori","I Prefer My Pizza 90% Grease",44935
"2024-02-12 06:03","Omori","Pyrefly Forest - Cat's Cradle",267330
"2024-02-12 06:06","Omori","Goldenvengeance",149427
"2024-02-12 06:08","Omori","Stardust Diving",95442
"2024-02-12 06:10","Omori","See You Tomorrow",138565
"2024-02-12 06:11","Omori","Chaos Assembly",65979
"2024-02-12 06:12","Toby Fox","Ferris Wheel",79200
"2024-02-12 06:14","Omori","Forest Frenzy",129386
"2024-02-12 06:15","Omori","White Space",59999
"2024-02-12 06:18","Nightmargin","On Little Cat Feet",155153
"2024-02-12 06:19","Nightmargin","Self Contained Universe - Reprise",70737
"2024-02-12 06:20","Omori","Lost Library",75809
"2024-02-12 06:22","Omori","Trees...",118937
"2024-02-12 06:26","Nightmargin","Phosphor",201151
"2024-02-12 06:27","Omori","Remember to Be Patient",99387
"2024-02-12 06:28","Omori","Bargain Bin Boys",61467
"2024-02-12 06:29","Omori","Not-so-Empty-House",54981
"2024-02-12 06:31","Omori","You Were Wrong. Go Back.",84978
"2024-02-12 06:33","Toby Fox","Dialtone",44307
"2024-02-12 06:33","Omori","Swirly 1000x",125961
"2024-02-12 06:35","Toby Fox","Scarlet Forest",128000
"2024-02-12 06:37","Omori","Good for Health, Bad for Imagination",89859
"2024-02-12 06:39","Toby Fox","Dating Start!",116869
"2024-02-12 06:41","Toby Fox","Here We Are",126192
"2024-02-12 06:42","Toby Fox","Vs. Susie",81081
"2024-02-12 06:44","Toby Fox","Empty Town",83478
"2024-02-12 06:46","Omori","Tee-Hee Time",104427
"2024-02-12 06:47","Nightmargin","Aviator",77461
"2024-02-12 06:50","Omori","Jawbreaker",85901
"2024-02-12 06:51","Omori","Underwater Highway",94256
"2024-02-12 06:54","Qumu","#8 regret (From ""Splatoon 2: Octo Expansion"")",162000
"2024-02-12 06:55","Omori","The Vengeance of Those Forgotten in Darkness",72962
"2024-02-12 06:57","Omori","Underwater Prom Queens",127044
"2024-02-12 06:59","Omori","A Home for Flowers (Daisy)",79981
"2024-02-12 07:00","Toby Fox","Spamton",42947
"2024-02-12 07:00","Omori","Sweet Paralysis",71020
"2024-02-12 07:01","Omori","Lost at a Sleepover",56955
"2024-02-12 07:05","Masafumi Takada","Moon on the Water",206506
"2024-02-12 07:06","Omori","Alter",4990
"2024-02-12 07:06","Omori","Gator Gambol",89481
"2024-02-12 07:09","Omori","Sugar Star Planetarium",134146
"2024-02-12 07:15","Nightmargin","Niko and the World Machine",381222
"2024-02-12 07:16","Omori","See in Your Fantasy",73110
"2024-02-12 07:17","Omori","Flouring With You",77626
"2024-02-12 07:19","Omori","100 Sunny",77382
"2024-02-12 07:21","Omori","Wandering Rose",113935
"2024-02-12 07:23","Omori","Bready Steady Go",125969
"2024-02-12 07:24","Omori","Pranked.",63968
"2024-02-12 07:25","Omori","Tussle Among Trees",70341
"2024-02-12 07:26","Omori","Splintered Sweets in the Castle",84967
"2024-02-12 07:29","Omori","Pyrefly Forest - Cat's Cradle",166909
"2024-02-12 07:30","Omori","I Prefer My Pizza 90% Grease",20580
"2024-02-12 07:34","John Williams","The Duel",242546
"2024-02-12 07:38","John Williams","Old Friends",268226
"2024-02-12 07:47","John Williams","The Abduction",145293
"2024-02-12 07:51","John Williams","The Princess Appears",247493
"2024-02-12 07:56","John Williams","Destiny of a Jedi",312213
"2024-02-12 15:02","John Williams","Anakin Defeats Sebulba",104271
"2024-02-12 15:02","John Williams","Anakin Defeats Sebulba",10750
"2024-02-12 15:06","Baby Keem","family ties (with Kendrick Lamar)",155968
"2024-02-12 15:06","21 Savage","red sky",2414
"2024-02-12 15:08","Drake","TSU",135627
"2024-02-12 15:10","Nemzzz","L's",104304
"2024-02-12 15:10","Don Toliver","Givin’ Up (Not The One) (Don Toliver & 21 Savage, 2 Chainz)",3111
"2024-02-12 15:10","21 Savage","dark days",1625
"2024-02-12 15:10","Travis Scott","SIRENS",2716
"2024-02-12 15:10","Drake","Daylight",1834
"2024-02-12 15:11","Drake","Diplomatic Immunity",61300
"2024-02-12 15:14","Metro Boomin","Metro Spider (with Young Thug)",174560
"2024-02-12 15:15","Metro Boomin","I Can't Save You (Interlude) [with Future & feat. Don Toliver]",90720
"2024-02-12 18:08","Baby Keem","trademark usa",28471
"2024-02-12 23:22","Baby Keem","trademark usa",242474
"2024-02-12 23:24","21 Savage","n.h.i.e.",143718
"2024-02-12 23:29","Drake","N 2 Deep",273577
"2024-02-12 23:30","Drake","More M’s",1880
"2024-02-12 23:30","Rod Wave","Turks & Caicos (feat. 21 Savage)",2786
"2024-02-12 23:30","Jack Harlow","First Class",59479
"2024-02-12 23:31","Drake","Privileged Rappers",3227
"2024-02-12 23:31","Drake","7969 Santa",4829
"2024-02-12 23:31","Jack Harlow","Like A Blade Of Grass",2321
"2024-02-12 23:31","Jack Harlow","RAIN",3041
"2024-02-12 23:31","Drake","Calling For You (feat. 21 Savage)",1996
"2024-02-12 23:31","Drake","Rich Baby Daddy (feat. Sexyy Red & SZA)",93112
"2024-02-12 23:31","Drake","First Person Shooter (feat. J. Cole)",1578
"2024-02-13 01:50","Don Toliver","BANDIT",147746
"2024-02-13 01:52","Jack Harlow","Questions",134387
"2024-02-13 01:55","ARTAN","She's A 10 But...",165428
"2024-02-13 01:59","Drake","Feel No Ways",240653
"2024-02-13 02:02","Jack Harlow","Parent Trap (feat. Justin Timberlake)",189876
"2024-02-13 02:05","Drake","Time Flies",192931
"2024-02-13 02:08","Drake","Pain 1993 (with Playboi Carti)",149077
"2024-02-13 02:11","Drake","All The Parties (feat. Chief Keef)",218611
"2024-02-13 02:13","Swae Lee","Ball Is Life (feat. Jack Harlow)",101667
"2024-02-13 02:15","Jack Harlow","No Enhancers",99960
"2024-02-13 02:20","Drake","Jimmy Cooks (feat. 21 Savage)",218364
"2024-02-13 02:23","Drake","Papi’s Home",165942
"2024-02-13 04:47","Drake","Papi’s Home",12660
"2024-02-13 04:54","The Kid LAROI","SORRY",192647
"2024-02-13 04:57","21 Savage","see the real",182039
"2024-02-13 05:01","Drake","Rich Flex",239359
"2024-02-13 05:05","Travis Scott","MELTDOWN (feat. Drake)",246133
"2024-02-13 05:08","Metro Boomin","Home (Metro Boomin & Don Toliver, Lil Uzi Vert)",176031
"2024-02-13 05:08","Kendrick Lamar","ELEMENT.",4202
"2024-02-13 05:11","Metro Boomin","All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",128824
"2024-02-13 05:13","Travis Scott","SICKO MODE",2182
